
          t           x           y           z          Vx          Vy          Vz           m        Vхар 
       133.6     925.375    5832.890   -3818.478       1.814       3.863       6.257        6798    0.096467
       133.7     925.557    5833.277   -3817.852       1.813       3.863       6.257        6798    0.096753
       133.8     925.738    5833.663   -3817.226       1.813       3.862       6.258        6797    0.097040
       133.9     925.919    5834.049   -3816.600       1.813       3.862       6.258        6796    0.097327
       134.0     926.100    5834.435   -3815.974       1.813       3.861       6.259        6796    0.097614
       134.1     926.282    5834.821   -3815.349       1.812       3.861       6.259        6795    0.097900
       134.2     926.463    5835.208   -3814.723       1.812       3.861       6.260        6795    0.098187
       134.3     926.644    5835.594   -3814.097       1.812       3.860       6.260        6794    0.098474
       134.4     926.825    5835.980   -3813.471       1.812       3.860       6.261        6793    0.098761
       134.5     927.007    5836.366   -3812.844       1.811       3.859       6.261        6793    0.099047
       134.6     927.188    5836.751   -3812.218       1.811       3.859       6.262        6792    0.099334
       134.7     927.369    5837.137   -3811.592       1.811       3.858       6.262        6792    0.099621
       134.8     927.550    5837.523   -3810.966       1.811       3.858       6.263        6791    0.099908
       134.9     927.731    5837.909   -3810.339       1.810       3.857       6.263        6790    0.100194
       135.0     927.912    5838.295   -3809.713       1.810       3.857       6.264        6790    0.100481
       135.1     928.093    5838.680   -3809.087       1.810       3.857       6.264        6789    0.100768
       135.2     928.274    5839.066   -3808.460       1.810       3.856       6.265        6789    0.101054
       135.3     928.455    5839.452   -3807.834       1.809       3.856       6.265        6788    0.101341
       135.4     928.636    5839.837   -3807.207       1.809       3.855       6.266        6787    0.101628
       135.5     928.817    5840.223   -3806.581       1.809       3.855       6.266        6787    0.101915
       135.6     928.997    5840.608   -3805.954       1.809       3.854       6.267        6786    0.102201
       135.7     929.178    5840.994   -3805.327       1.808       3.854       6.267        6786    0.102488
       135.8     929.359    5841.379   -3804.700       1.808       3.854       6.268        6785    0.102775
       135.9     929.540    5841.764   -3804.074       1.808       3.853       6.268        6784    0.103062
       136.0     929.721    5842.150   -3803.447       1.807       3.853       6.269        6784    0.103348
       136.1     929.901    5842.535   -3802.820       1.807       3.852       6.269        6783    0.103635
       136.2     930.082    5842.920   -3802.193       1.807       3.852       6.270        6783    0.103922
       136.3     930.263    5843.305   -3801.566       1.807       3.851       6.270        6782    0.104208
       136.4     930.444    5843.690   -3800.939       1.806       3.851       6.271        6781    0.104495
       136.5     930.624    5844.075   -3800.312       1.806       3.851       6.271        6781    0.104782
       136.6     930.805    5844.460   -3799.684       1.806       3.850       6.272        6780    0.105068
       136.7     930.985    5844.845   -3799.057       1.806       3.850       6.272        6780    0.105355
       136.8     931.166    5845.230   -3798.430       1.805       3.849       6.273        6779    0.105642
       136.9     931.346    5845.615   -3797.803       1.805       3.849       6.273        6778    0.105929
       137.0     931.527    5846.000   -3797.175       1.805       3.848       6.274        6778    0.106215
       137.1     931.707    5846.385   -3796.548       1.805       3.848       6.274        6777    0.106502
       137.2     931.888    5846.770   -3795.920       1.804       3.847       6.275        6777    0.106789
       137.3     932.068    5847.154   -3795.293       1.804       3.847       6.275        6776    0.107075
       137.4     932.249    5847.539   -3794.665       1.804       3.847       6.276        6775    0.107362
       137.5     932.429    5847.924   -3794.038       1.804       3.846       6.276        6775    0.107649
       137.6     932.609    5848.308   -3793.410       1.803       3.846       6.277        6774    0.107935
       137.7     932.790    5848.693   -3792.782       1.803       3.845       6.277        6774    0.108222
       137.8     932.970    5849.077   -3792.155       1.803       3.845       6.278        6773    0.108509
       137.9     933.150    5849.462   -3791.527       1.803       3.844       6.278        6772    0.108795
       138.0     933.331    5849.846   -3790.899       1.802       3.844       6.279        6772    0.109082
       138.1     933.511    5850.231   -3790.271       1.802       3.844       6.279        6771    0.109369
       138.2     933.691    5850.615   -3789.643       1.802       3.843       6.280        6771    0.109655
       138.3     933.871    5850.999   -3789.015       1.802       3.843       6.280        6770    0.109942
       138.4     934.051    5851.384   -3788.387       1.801       3.842       6.281        6769    0.110229
       138.5     934.231    5851.768   -3787.759       1.801       3.842       6.281        6769    0.110515
       138.6     934.411    5852.152   -3787.131       1.801       3.841       6.282        6768    0.110802
       138.7     934.591    5852.536   -3786.502       1.800       3.841       6.282        6768    0.111089
       138.8     934.772    5852.920   -3785.874       1.800       3.840       6.283        6767    0.111375
       138.9     934.952    5853.304   -3785.246       1.800       3.840       6.283        6766    0.111662
       139.0     935.132    5853.688   -3784.617       1.800       3.840       6.284        6766    0.111949
       139.1     935.311    5854.072   -3783.989       1.799       3.839       6.284        6765    0.112235
       139.2     935.491    5854.456   -3783.361       1.799       3.839       6.285        6765    0.112522
       139.3     935.671    5854.840   -3782.732       1.799       3.838       6.285        6764    0.112809
       139.4     935.851    5855.224   -3782.103       1.799       3.838       6.286        6763    0.113095
       139.5     936.031    5855.607   -3781.475       1.798       3.837       6.286        6763    0.113382
       139.6     936.211    5855.991   -3780.846       1.798       3.837       6.287        6762    0.113669
       139.7     936.391    5856.375   -3780.217       1.798       3.837       6.287        6762    0.113955
       139.8     936.570    5856.758   -3779.589       1.798       3.836       6.288        6761    0.114242
       139.9     936.750    5857.142   -3778.960       1.797       3.836       6.288        6760    0.114528
       140.0     936.930    5857.525   -3778.331       1.797       3.835       6.289        6760    0.114815
       140.1     937.110    5857.909   -3777.702       1.797       3.835       6.289        6759    0.115102
       140.2     937.289    5858.292   -3777.073       1.797       3.834       6.290        6759    0.115388
       140.3     937.469    5858.676   -3776.444       1.796       3.834       6.290        6758    0.115675
       140.4     937.649    5859.059   -3775.815       1.796       3.833       6.291        6757    0.115962
       140.5     937.828    5859.443   -3775.186       1.796       3.833       6.291        6757    0.116248
       140.6     938.008    5859.826   -3774.557       1.796       3.833       6.292        6756    0.116535
       140.7     938.187    5860.209   -3773.927       1.795       3.832       6.292        6756    0.116821
       140.8     938.367    5860.592   -3773.298       1.795       3.832       6.293        6755    0.117108
       140.9     938.546    5860.975   -3772.669       1.795       3.831       6.293        6754    0.117395
       141.0     938.726    5861.359   -3772.040       1.794       3.831       6.294        6754    0.117681
       141.1     938.905    5861.742   -3771.410       1.794       3.830       6.294        6753    0.117968
       141.2     939.085    5862.125   -3770.781       1.794       3.830       6.295        6753    0.118255
       141.3     939.264    5862.508   -3770.151       1.794       3.830       6.295        6752    0.118541
       141.4     939.443    5862.891   -3769.522       1.793       3.829       6.296        6751    0.118828
       141.5     939.623    5863.273   -3768.892       1.793       3.829       6.296        6751    0.119114
       141.6     939.802    5863.656   -3768.262       1.793       3.828       6.297        6750    0.119401
       141.7     939.981    5864.039   -3767.633       1.793       3.828       6.297        6750    0.119688
       141.8     940.161    5864.422   -3767.003       1.792       3.827       6.298        6749    0.119974
       141.9     940.340    5864.805   -3766.373       1.792       3.827       6.298        6748    0.120261
       142.0     940.519    5865.187   -3765.743       1.792       3.826       6.299        6748    0.120547
       142.1     940.698    5865.570   -3765.113       1.792       3.826       6.299        6747    0.120834
       142.2     940.877    5865.952   -3764.483       1.791       3.826       6.300        6747    0.121121
       142.3     941.056    5866.335   -3763.853       1.791       3.825       6.300        6746    0.121407
       142.4     941.235    5866.717   -3763.223       1.791       3.825       6.301        6745    0.121694
       142.5     941.415    5867.100   -3762.593       1.791       3.824       6.301        6745    0.121980
       142.6     941.594    5867.482   -3761.963       1.790       3.824       6.302        6744    0.122267
       142.7     941.773    5867.865   -3761.333       1.790       3.823       6.302        6744    0.122553
       142.8     941.952    5868.247   -3760.702       1.790       3.823       6.303        6743    0.122840
       142.9     942.131    5868.629   -3760.072       1.790       3.823       6.303        6742    0.123127
       143.0     942.310    5869.012   -3759.442       1.789       3.822       6.304        6742    0.123413
       143.1     942.488    5869.394   -3758.811       1.789       3.822       6.304        6741    0.123700
       143.2     942.667    5869.776   -3758.181       1.789       3.821       6.305        6741    0.123986
       143.3     942.846    5870.158   -3757.550       1.789       3.821       6.305        6740    0.124273
       143.4     943.025    5870.540   -3756.920       1.788       3.820       6.306        6739    0.124559
       143.5     943.204    5870.922   -3756.289       1.788       3.820       6.306        6739    0.124846
       143.6     943.383    5871.304   -3755.658       1.788       3.819       6.307        6738    0.125133
       143.7     943.561    5871.686   -3755.028       1.787       3.819       6.307        6738    0.125419
       143.8     943.740    5872.068   -3754.397       1.787       3.819       6.308        6737    0.125706
       143.9     943.919    5872.450   -3753.766       1.787       3.818       6.308        6736    0.125992
       144.0     944.098    5872.831   -3753.135       1.787       3.818       6.309        6736    0.126279
       144.1     944.276    5873.213   -3752.504       1.786       3.817       6.309        6735    0.126565
       144.2     944.455    5873.595   -3751.873       1.786       3.817       6.310        6735    0.126852
       144.3     944.633    5873.977   -3751.242       1.786       3.816       6.310        6734    0.127138
       144.4     944.812    5874.358   -3750.611       1.786       3.816       6.311        6733    0.127425
       144.5     944.991    5874.740   -3749.980       1.785       3.815       6.311        6733    0.127711
       144.6     945.169    5875.121   -3749.349       1.785       3.815       6.312        6732    0.127998
       144.7     945.348    5875.503   -3748.718       1.785       3.815       6.312        6732    0.128285
       144.8     945.526    5875.884   -3748.087       1.785       3.814       6.313        6731    0.128571
       144.9     945.705    5876.266   -3747.455       1.784       3.814       6.313        6730    0.128858
       145.0     945.883    5876.647   -3746.824       1.784       3.813       6.314        6730    0.129144
       145.1     946.061    5877.028   -3746.193       1.784       3.813       6.314        6729    0.129431
       145.2     946.240    5877.410   -3745.561       1.784       3.812       6.315        6729    0.129717
       145.3     946.418    5877.791   -3744.930       1.783       3.812       6.315        6728    0.130004
       145.4     946.596    5878.172   -3744.298       1.783       3.812       6.316        6727    0.130290
       145.5     946.775    5878.553   -3743.666       1.783       3.811       6.316        6727    0.130577
       145.6     946.953    5878.934   -3743.035       1.783       3.811       6.317        6726    0.130863
       145.7     947.131    5879.315   -3742.403       1.782       3.810       6.317        6726    0.131150
       145.8     947.309    5879.696   -3741.771       1.782       3.810       6.318        6725    0.131436
       145.9     947.488    5880.077   -3741.139       1.782       3.809       6.318        6724    0.131723
       146.0     947.666    5880.458   -3740.508       1.782       3.809       6.319        6724    0.132009
       146.1     947.844    5880.839   -3739.876       1.781       3.808       6.319        6723    0.132296
       146.2     948.022    5881.220   -3739.244       1.781       3.808       6.320        6723    0.132582
       146.3     948.200    5881.601   -3738.612       1.781       3.808       6.320        6722    0.132869
       146.4     948.378    5881.981   -3737.980       1.780       3.807       6.321        6721    0.133155
       146.5     948.556    5882.362   -3737.348       1.780       3.807       6.321        6721    0.133442
       146.6     948.734    5882.743   -3736.715       1.780       3.806       6.322        6720    0.133728
       146.7     948.912    5883.123   -3736.083       1.780       3.806       6.322        6720    0.134015
       146.8     949.090    5883.504   -3735.451       1.779       3.805       6.323        6719    0.134301
       146.9     949.268    5883.884   -3734.819       1.779       3.805       6.323        6718    0.134588
       147.0     949.446    5884.265   -3734.186       1.779       3.804       6.324        6718    0.134874
       147.1     949.624    5884.645   -3733.554       1.779       3.804       6.324        6717    0.135161
       147.2     949.802    5885.026   -3732.922       1.778       3.804       6.325        6717    0.135447
       147.3     949.980    5885.406   -3732.289       1.778       3.803       6.325        6716    0.135734
       147.4     950.157    5885.786   -3731.656       1.778       3.803       6.326        6715    0.136020
       147.5     950.335    5886.167   -3731.024       1.778       3.802       6.326        6715    0.136307
       147.6     950.513    5886.547   -3730.391       1.777       3.802       6.327        6714    0.136593
       147.7     950.691    5886.927   -3729.759       1.777       3.801       6.327        6714    0.136880
       147.8     950.868    5887.307   -3729.126       1.777       3.801       6.328        6713    0.137166
       147.9     951.046    5887.687   -3728.493       1.777       3.801       6.328        6712    0.137453
       148.0     951.224    5888.067   -3727.860       1.776       3.800       6.329        6712    0.137739
       148.1     951.401    5888.447   -3727.227       1.776       3.800       6.329        6711    0.138026
       148.2     951.579    5888.827   -3726.594       1.776       3.799       6.330        6711    0.138312
       148.3     951.756    5889.207   -3725.961       1.776       3.799       6.330        6710    0.138599
       148.4     951.934    5889.587   -3725.328       1.775       3.798       6.331        6709    0.138885
       148.5     952.111    5889.967   -3724.695       1.775       3.798       6.331        6709    0.139171
       148.6     952.289    5890.346   -3724.062       1.775       3.797       6.332        6708    0.139458
       148.7     952.466    5890.726   -3723.429       1.774       3.797       6.332        6708    0.139744
       148.8     952.644    5891.106   -3722.796       1.774       3.797       6.333        6707    0.140031
       148.9     952.821    5891.485   -3722.162       1.774       3.796       6.333        6706    0.140317
       149.0     952.999    5891.865   -3721.529       1.774       3.796       6.334        6706    0.140604
       149.1     953.176    5892.245   -3720.896       1.773       3.795       6.334        6705    0.140890
       149.2     953.353    5892.624   -3720.262       1.773       3.795       6.335        6705    0.141177
       149.3     953.531    5893.004   -3719.629       1.773       3.794       6.335        6704    0.141463
       149.4     953.708    5893.383   -3718.995       1.773       3.794       6.336        6703    0.141750
       149.5     953.885    5893.762   -3718.362       1.772       3.793       6.336        6703    0.142036
       149.6     954.062    5894.142   -3717.728       1.772       3.793       6.337        6702    0.142322
       149.7     954.240    5894.521   -3717.094       1.772       3.793       6.337        6702    0.142609
       149.8     954.417    5894.900   -3716.461       1.772       3.792       6.338        6701    0.142895
       149.9     954.594    5895.279   -3715.827       1.771       3.792       6.338        6700    0.143182
       150.0     954.771    5895.659   -3715.193       1.771       3.791       6.339        6700    0.143468
       150.1     954.948    5896.038   -3714.559       1.771       3.791       6.339        6699    0.143755
       150.2     955.125    5896.417   -3713.925       1.771       3.790       6.340        6698    0.144041
       150.3     955.302    5896.796   -3713.291       1.770       3.790       6.340        6698    0.144327
       150.4     955.479    5897.175   -3712.657       1.770       3.790       6.341        6697    0.144614
       150.5     955.656    5897.554   -3712.023       1.770       3.789       6.341        6697    0.144900
       150.6     955.833    5897.933   -3711.389       1.770       3.789       6.342        6696    0.145187
       150.7     956.010    5898.311   -3710.755       1.769       3.788       6.342        6695    0.145473
       150.8     956.187    5898.690   -3710.121       1.769       3.788       6.342        6695    0.145760
       150.9     956.364    5899.069   -3709.486       1.769       3.787       6.343        6694    0.146046
       151.0     956.541    5899.448   -3708.852       1.769       3.787       6.343        6694    0.146332
       151.1     956.718    5899.826   -3708.218       1.768       3.786       6.344        6693    0.146619
       151.2     956.895    5900.205   -3707.583       1.768       3.786       6.344        6692    0.146905
       151.3     957.071    5900.584   -3706.949       1.768       3.786       6.345        6692    0.147192
       151.4     957.248    5900.962   -3706.314       1.767       3.785       6.345        6691    0.147478
       151.5     957.425    5901.341   -3705.680       1.767       3.785       6.346        6691    0.147764
       151.6     957.602    5901.719   -3705.045       1.767       3.784       6.346        6690    0.148051
       151.7     957.778    5902.097   -3704.410       1.767       3.784       6.347        6689    0.148337
       151.8     957.955    5902.476   -3703.776       1.766       3.783       6.347        6689    0.148624
       151.9     958.132    5902.854   -3703.141       1.766       3.783       6.348        6688    0.148910
       152.0     958.308    5903.232   -3702.506       1.766       3.782       6.348        6688    0.149196
       152.1     958.485    5903.611   -3701.871       1.766       3.782       6.349        6687    0.149483
       152.2     958.661    5903.989   -3701.236       1.765       3.782       6.349        6686    0.149769
       152.3     958.838    5904.367   -3700.601       1.765       3.781       6.350        6686    0.150055
       152.4     959.014    5904.745   -3699.966       1.765       3.781       6.350        6685    0.150342
       152.5     959.191    5905.123   -3699.331       1.765       3.780       6.351        6685    0.150628
       152.6     959.367    5905.501   -3698.696       1.764       3.780       6.351        6684    0.150915
       152.7     959.544    5905.879   -3698.061       1.764       3.779       6.352        6683    0.151201
       152.8     959.720    5906.257   -3697.426       1.764       3.779       6.352        6683    0.151487
       152.9     959.897    5906.635   -3696.791       1.764       3.779       6.353        6682    0.151774
       153.0     960.073    5907.013   -3696.155       1.763       3.778       6.353        6682    0.152060
       153.1     960.249    5907.391   -3695.520       1.763       3.778       6.354        6681    0.152346
       153.2     960.426    5907.768   -3694.885       1.763       3.777       6.354        6680    0.152633
       153.3     960.602    5908.146   -3694.249       1.763       3.777       6.355        6680    0.152919
       153.4     960.778    5908.524   -3693.614       1.762       3.776       6.355        6679    0.153206
       153.5     960.954    5908.901   -3692.978       1.762       3.776       6.356        6679    0.153492
       153.6     961.130    5909.279   -3692.342       1.762       3.775       6.356        6678    0.153778
       153.7     961.307    5909.656   -3691.707       1.762       3.775       6.357        6677    0.154065
       153.8     961.483    5910.034   -3691.071       1.761       3.775       6.357        6677    0.154351
       153.9     961.659    5910.411   -3690.435       1.761       3.774       6.358        6676    0.154637
       154.0     961.835    5910.789   -3689.800       1.761       3.774       6.358        6676    0.154924
       154.1     962.011    5911.166   -3689.164       1.760       3.773       6.359        6675    0.155210
       154.2     962.187    5911.543   -3688.528       1.760       3.773       6.359        6674    0.155496
       154.3     962.363    5911.921   -3687.892       1.760       3.772       6.360        6674    0.155783
       154.4     962.539    5912.298   -3687.256       1.760       3.772       6.360        6673    0.156069
       154.5     962.715    5912.675   -3686.620       1.759       3.771       6.361        6673    0.156355
       154.6     962.891    5913.052   -3685.984       1.759       3.771       6.361        6672    0.156642
       154.7     963.067    5913.429   -3685.348       1.759       3.771       6.362        6671    0.156928
       154.8     963.243    5913.806   -3684.712       1.759       3.770       6.362        6671    0.157214
       154.9     963.419    5914.183   -3684.075       1.758       3.770       6.363        6670    0.157501
       155.0     963.594    5914.560   -3683.439       1.758       3.769       6.363        6670    0.157787
       155.1     963.770    5914.937   -3682.803       1.758       3.769       6.364        6669    0.158073
       155.2     963.946    5915.314   -3682.166       1.758       3.768       6.364        6668    0.158360
       155.3     964.122    5915.691   -3681.530       1.757       3.768       6.365        6668    0.158646
       155.4     964.298    5916.067   -3680.893       1.757       3.767       6.365        6667    0.158932
       155.5     964.473    5916.444   -3680.257       1.757       3.767       6.365        6667    0.159219
       155.6     964.649    5916.821   -3679.620       1.757       3.767       6.366        6666    0.159505
       155.7     964.825    5917.198   -3678.984       1.756       3.766       6.366        6665    0.159791
       155.8     965.000    5917.574   -3678.347       1.756       3.766       6.367        6665    0.160078
       155.9     965.176    5917.951   -3677.710       1.756       3.765       6.367        6664    0.160364
       156.0     965.351    5918.327   -3677.074       1.756       3.765       6.368        6664    0.160650
       156.1     965.527    5918.704   -3676.437       1.755       3.764       6.368        6663    0.160937
       156.2     965.702    5919.080   -3675.800       1.755       3.764       6.369        6662    0.161223
       156.3     965.878    5919.456   -3675.163       1.755       3.763       6.369        6662    0.161509
       156.4     966.053    5919.833   -3674.526       1.755       3.763       6.370        6661    0.161795
       156.5     966.229    5920.209   -3673.889       1.754       3.763       6.370        6661    0.162082
       156.6     966.404    5920.585   -3673.252       1.754       3.762       6.371        6660    0.162368
       156.7     966.580    5920.962   -3672.615       1.754       3.762       6.371        6659    0.162654
       156.8     966.755    5921.338   -3671.978       1.753       3.761       6.372        6659    0.162941
       156.9     966.930    5921.714   -3671.341       1.753       3.761       6.372        6658    0.163227
       157.0     967.106    5922.090   -3670.703       1.753       3.760       6.373        6658    0.163513
       157.1     967.281    5922.466   -3670.066       1.753       3.760       6.373        6657    0.163800
       157.2     967.456    5922.842   -3669.429       1.752       3.760       6.374        6656    0.164086
       157.3     967.631    5923.218   -3668.791       1.752       3.759       6.374        6656    0.164372
       157.4     967.807    5923.594   -3668.154       1.752       3.759       6.375        6655    0.164658
       157.5     967.982    5923.969   -3667.516       1.752       3.758       6.375        6655    0.164945
       157.6     968.157    5924.345   -3666.879       1.751       3.758       6.376        6654    0.165231
       157.7     968.332    5924.721   -3666.241       1.751       3.757       6.376        6653    0.165517
       157.8     968.507    5925.097   -3665.603       1.751       3.757       6.377        6653    0.165803
       157.9     968.682    5925.472   -3664.966       1.751       3.756       6.377        6652    0.166090
       158.0     968.857    5925.848   -3664.328       1.750       3.756       6.378        6652    0.166376
       158.1     969.032    5926.224   -3663.690       1.750       3.756       6.378        6651    0.166662
       158.2     969.207    5926.599   -3663.052       1.750       3.755       6.379        6650    0.166949
       158.3     969.382    5926.975   -3662.415       1.750       3.755       6.379        6650    0.167235
       158.4     969.557    5927.350   -3661.777       1.749       3.754       6.380        6649    0.167521
       158.5     969.732    5927.725   -3661.139       1.749       3.754       6.380        6649    0.167807
       158.6     969.907    5928.101   -3660.501       1.749       3.753       6.381        6648    0.168094
       158.7     970.082    5928.476   -3659.863       1.749       3.753       6.381        6647    0.168380
       158.8     970.257    5928.851   -3659.224       1.748       3.752       6.382        6647    0.168666
       158.9     970.432    5929.227   -3658.586       1.748       3.752       6.382        6646    0.168952
       159.0     970.606    5929.602   -3657.948       1.748       3.752       6.383        6646    0.169239
       159.1     970.781    5929.977   -3657.310       1.748       3.751       6.383        6645    0.169525
       159.2     970.956    5930.352   -3656.671       1.747       3.751       6.383        6644    0.169811
       159.3     971.131    5930.727   -3656.033       1.747       3.750       6.384        6644    0.170097
       159.4     971.305    5931.102   -3655.395       1.747       3.750       6.384        6643    0.170384
       159.5     971.480    5931.477   -3654.756       1.747       3.749       6.385        6643    0.170670
       159.6     971.655    5931.852   -3654.118       1.746       3.749       6.385        6642    0.170956
       159.7     971.829    5932.227   -3653.479       1.746       3.748       6.386        6641    0.171242
       159.8     972.004    5932.602   -3652.840       1.746       3.748       6.386        6641    0.171529
       159.9     972.178    5932.976   -3652.202       1.745       3.748       6.387        6640    0.171815
       160.0     972.353    5933.351   -3651.563       1.745       3.747       6.387        6640    0.172101
       160.1     972.527    5933.726   -3650.924       1.745       3.747       6.388        6639    0.172387
       160.2     972.702    5934.101   -3650.286       1.745       3.746       6.388        6638    0.172673
       160.3     972.876    5934.475   -3649.647       1.744       3.746       6.389        6638    0.172960
       160.4     973.051    5934.850   -3649.008       1.744       3.745       6.389        6637    0.173246
       160.5     973.225    5935.224   -3648.369       1.744       3.745       6.390        6637    0.173532
       160.6     973.400    5935.599   -3647.730       1.744       3.744       6.390        6636    0.173818
       160.7     973.574    5935.973   -3647.091       1.743       3.744       6.391        6635    0.174105
       160.8     973.748    5936.348   -3646.452       1.743       3.744       6.391        6635    0.174391
       160.9     973.923    5936.722   -3645.813       1.743       3.743       6.392        6634    0.174677
       161.0     974.097    5937.096   -3645.173       1.743       3.743       6.392        6634    0.174963
       161.1     974.271    5937.470   -3644.534       1.742       3.742       6.393        6633    0.175249
       161.2     974.445    5937.845   -3643.895       1.742       3.742       6.393        6632    0.175536
       161.3     974.620    5938.219   -3643.256       1.742       3.741       6.394        6632    0.175822
       161.4     974.794    5938.593   -3642.616       1.742       3.741       6.394        6631    0.176108
       161.5     974.968    5938.967   -3641.977       1.741       3.740       6.395        6631    0.176394
       161.6     975.142    5939.341   -3641.337       1.741       3.740       6.395        6630    0.176680
       161.7     975.316    5939.715   -3640.698       1.741       3.740       6.396        6629    0.176967
       161.8     975.490    5940.089   -3640.058       1.741       3.739       6.396        6629    0.177253
       161.9     975.664    5940.463   -3639.418       1.740       3.739       6.397        6628    0.177539
       162.0     975.838    5940.837   -3638.779       1.740       3.738       6.397        6628    0.177825
       162.1     976.012    5941.210   -3638.139       1.740       3.738       6.398        6627    0.178111
       162.2     976.186    5941.584   -3637.499       1.740       3.737       6.398        6626    0.178398
       162.3     976.360    5941.958   -3636.860       1.739       3.737       6.398        6626    0.178684
       162.4     976.534    5942.332   -3636.220       1.739       3.736       6.399        6625    0.178970
       162.5     976.708    5942.705   -3635.580       1.739       3.736       6.399        6625    0.179256
       162.6     976.882    5943.079   -3634.940       1.738       3.736       6.400        6624    0.179542
       162.7     977.056    5943.452   -3634.300       1.738       3.735       6.400        6623    0.179828
       162.8     977.229    5943.826   -3633.660       1.738       3.735       6.401        6623    0.180115
       162.9     977.403    5944.199   -3633.020       1.738       3.734       6.401        6622    0.180401
       163.0     977.577    5944.573   -3632.379       1.737       3.734       6.402        6622    0.180687
       163.1     977.751    5944.946   -3631.739       1.737       3.733       6.402        6621    0.180973
       163.2     977.924    5945.319   -3631.099       1.737       3.733       6.403        6620    0.181259
       163.3     978.098    5945.693   -3630.459       1.737       3.732       6.403        6620    0.181545
       163.4     978.272    5946.066   -3629.818       1.736       3.732       6.404        6619    0.181832
       163.5     978.445    5946.439   -3629.178       1.736       3.732       6.404        6619    0.182118
       163.6     978.619    5946.812   -3628.537       1.736       3.731       6.405        6618    0.182404
       163.7     978.793    5947.185   -3627.897       1.736       3.731       6.405        6617    0.182690
       163.8     978.966    5947.558   -3627.256       1.735       3.730       6.406        6617    0.182976
       163.9     979.140    5947.931   -3626.616       1.735       3.730       6.406        6616    0.183262
       164.0     979.313    5948.304   -3625.975       1.735       3.729       6.407        6616    0.183548
       164.1     979.487    5948.677   -3625.335       1.735       3.729       6.407        6615    0.183835
       164.2     979.660    5949.050   -3624.694       1.734       3.728       6.408        6614    0.184121
       164.3     979.834    5949.423   -3624.053       1.734       3.728       6.408        6614    0.184407
       164.4     980.007    5949.796   -3623.412       1.734       3.728       6.409        6613    0.184693
       164.5     980.180    5950.168   -3622.771       1.734       3.727       6.409        6613    0.184979
       164.6     980.354    5950.541   -3622.130       1.733       3.727       6.410        6612    0.185265
       164.7     980.527    5950.914   -3621.489       1.733       3.726       6.410        6611    0.185551
       164.8     980.700    5951.286   -3620.848       1.733       3.726       6.410        6611    0.185838
       164.9     980.874    5951.659   -3620.207       1.733       3.725       6.411        6610    0.186124
       165.0     981.047    5952.032   -3619.566       1.732       3.725       6.411        6610    0.186410
       165.1     981.220    5952.404   -3618.925       1.732       3.724       6.412        6609    0.186696
       165.2     981.393    5952.776   -3618.284       1.732       3.724       6.412        6608    0.186982
       165.3     981.566    5953.149   -3617.643       1.732       3.724       6.413        6608    0.187268
       165.4     981.740    5953.521   -3617.001       1.731       3.723       6.413        6607    0.187554
       165.5     981.913    5953.893   -3616.360       1.731       3.723       6.414        6607    0.187840
       165.6     982.086    5954.266   -3615.718       1.731       3.722       6.414        6606    0.188127
       165.7     982.259    5954.638   -3615.077       1.730       3.722       6.415        6605    0.188413
       165.8     982.432    5955.010   -3614.436       1.730       3.721       6.415        6605    0.188699
       165.9     982.605    5955.382   -3613.794       1.730       3.721       6.416        6604    0.188985
       166.0     982.778    5955.754   -3613.152       1.730       3.720       6.416        6604    0.189271
       166.1     982.951    5956.126   -3612.511       1.729       3.720       6.417        6603    0.189557
       166.2     983.124    5956.498   -3611.869       1.729       3.720       6.417        6602    0.189843
       166.3     983.297    5956.870   -3611.227       1.729       3.719       6.418        6602    0.190129
       166.4     983.470    5957.242   -3610.586       1.729       3.719       6.418        6601    0.190415
       166.5     983.642    5957.614   -3609.944       1.728       3.718       6.419        6601    0.190702
       166.6     983.815    5957.986   -3609.302       1.728       3.718       6.419        6600    0.190988
       166.7     983.988    5958.358   -3608.660       1.728       3.717       6.420        6599    0.191274
       166.8     984.161    5958.729   -3608.018       1.728       3.717       6.420        6599    0.191560
       166.9     984.334    5959.101   -3607.376       1.727       3.716       6.421        6598    0.191846
       167.0     984.506    5959.473   -3606.734       1.727       3.716       6.421        6598    0.192132
       167.1     984.679    5959.844   -3606.092       1.727       3.716       6.422        6597    0.192418
       167.2     984.852    5960.216   -3605.449       1.727       3.715       6.422        6596    0.192704
       167.3     985.024    5960.587   -3604.807       1.726       3.715       6.422        6596    0.192990
       167.4     985.197    5960.959   -3604.165       1.726       3.714       6.423        6595    0.193276
       167.5     985.370    5961.330   -3603.523       1.726       3.714       6.423        6595    0.193562
       167.6     985.542    5961.701   -3602.880       1.726       3.713       6.424        6594    0.193849
       167.7     985.715    5962.073   -3602.238       1.725       3.713       6.424        6593    0.194135
       167.8     985.887    5962.444   -3601.595       1.725       3.712       6.425        6593    0.194421
       167.9     986.060    5962.815   -3600.953       1.725       3.712       6.425        6592    0.194707
       168.0     986.232    5963.186   -3600.310       1.725       3.712       6.426        6592    0.194993
       168.1     986.405    5963.558   -3599.668       1.724       3.711       6.426        6591    0.195279
       168.2     986.577    5963.929   -3599.025       1.724       3.711       6.427        6590    0.195565
       168.3     986.749    5964.300   -3598.382       1.724       3.710       6.427        6590    0.195851
       168.4     986.922    5964.671   -3597.740       1.723       3.710       6.428        6589    0.196137
