
          t           x           y           z          Vx          Vy          Vz           m        Vхар 
       168.5     987.094    5965.042   -3597.097       1.723       3.709       6.428        6589    0.196423
       168.6     987.266    5965.413   -3596.454       1.723       3.709       6.429        6588    0.196709
       168.7     987.439    5965.783   -3595.811       1.723       3.708       6.429        6587    0.196995
       168.8     987.611    5966.154   -3595.168       1.722       3.708       6.430        6587    0.197281
       168.9     987.783    5966.525   -3594.525       1.722       3.708       6.430        6586    0.197567
       169.0     987.955    5966.896   -3593.882       1.722       3.707       6.431        6586    0.197853
       169.1     988.128    5967.266   -3593.239       1.722       3.707       6.431        6585    0.198139
       169.2     988.300    5967.637   -3592.596       1.721       3.706       6.432        6584    0.198425
       169.3     988.472    5968.008   -3591.953       1.721       3.706       6.432        6584    0.198712
       169.4     988.644    5968.378   -3591.310       1.721       3.705       6.433        6583    0.198998
       169.5     988.816    5968.749   -3590.666       1.721       3.705       6.433        6583    0.199284
       169.6     988.988    5969.119   -3590.023       1.720       3.704       6.433        6582    0.199570
       169.7     989.160    5969.490   -3589.380       1.720       3.704       6.434        6581    0.199856
       169.8     989.332    5969.860   -3588.736       1.720       3.704       6.434        6581    0.200142
       169.9     989.504    5970.230   -3588.093       1.720       3.703       6.435        6580    0.200428
       170.0     989.676    5970.601   -3587.449       1.719       3.703       6.435        6580    0.200714
       170.1     989.848    5970.971   -3586.806       1.719       3.702       6.436        6579    0.201000
       170.2     990.020    5971.341   -3586.162       1.719       3.702       6.436        6578    0.201286
       170.3     990.192    5971.711   -3585.518       1.719       3.701       6.437        6578    0.201572
       170.4     990.364    5972.081   -3584.875       1.718       3.701       6.437        6577    0.201858
       170.5     990.535    5972.452   -3584.231       1.718       3.700       6.438        6577    0.202144
       170.6     990.707    5972.822   -3583.587       1.718       3.700       6.438        6576    0.202430
       170.7     990.879    5973.192   -3582.943       1.718       3.700       6.439        6575    0.202716
       170.8     991.051    5973.561   -3582.299       1.717       3.699       6.439        6575    0.203002
       170.9     991.222    5973.931   -3581.656       1.717       3.699       6.440        6574    0.203288
       171.0     991.394    5974.301   -3581.012       1.717       3.698       6.440        6574    0.203574
       171.1     991.566    5974.671   -3580.368       1.717       3.698       6.441        6573    0.203860
       171.2     991.737    5975.041   -3579.723       1.716       3.697       6.441        6572    0.204146
       171.3     991.909    5975.411   -3579.079       1.716       3.697       6.442        6572    0.204432
       171.4     992.081    5975.780   -3578.435       1.716       3.696       6.442        6571    0.204718
       171.5     992.252    5976.150   -3577.791       1.715       3.696       6.442        6571    0.205004
       171.6     992.424    5976.519   -3577.147       1.715       3.696       6.443        6570    0.205290
       171.7     992.595    5976.889   -3576.502       1.715       3.695       6.443        6569    0.205576
       171.8     992.767    5977.258   -3575.858       1.715       3.695       6.444        6569    0.205862
       171.9     992.938    5977.628   -3575.214       1.714       3.694       6.444        6568    0.206148
       172.0     993.110    5977.997   -3574.569       1.714       3.694       6.445        6568    0.206434
       172.1     993.281    5978.367   -3573.925       1.714       3.693       6.445        6567    0.206720
       172.2     993.452    5978.736   -3573.280       1.714       3.693       6.446        6566    0.207006
       172.3     993.624    5979.105   -3572.635       1.713       3.692       6.446        6566    0.207292
       172.4     993.795    5979.474   -3571.991       1.713       3.692       6.447        6565    0.207578
       172.5     993.966    5979.844   -3571.346       1.713       3.692       6.447        6565    0.207864
       172.6     994.138    5980.213   -3570.701       1.713       3.691       6.448        6564    0.208150
       172.7     994.309    5980.582   -3570.057       1.712       3.691       6.448        6563    0.208436
       172.8     994.480    5980.951   -3569.412       1.712       3.690       6.449        6563    0.208722
       172.9     994.651    5981.320   -3568.767       1.712       3.690       6.449        6562    0.209008
       173.0     994.823    5981.689   -3568.122       1.712       3.689       6.450        6562    0.209294
       173.1     994.994    5982.058   -3567.477       1.711       3.689       6.450        6561    0.209580
       173.2     995.165    5982.427   -3566.832       1.711       3.688       6.451        6560    0.209866
       173.3     995.336    5982.795   -3566.187       1.711       3.688       6.451        6560    0.210152
       173.4     995.507    5983.164   -3565.542       1.711       3.688       6.452        6559    0.210438
       173.5     995.678    5983.533   -3564.897       1.710       3.687       6.452        6559    0.210723
       173.6     995.849    5983.902   -3564.251       1.710       3.687       6.452        6558    0.211009
       173.7     996.020    5984.270   -3563.606       1.710       3.686       6.453        6557    0.211295
       173.8     996.191    5984.639   -3562.961       1.710       3.686       6.453        6557    0.211581
       173.9     996.362    5985.007   -3562.315       1.709       3.685       6.454        6556    0.211867
       174.0     996.533    5985.376   -3561.670       1.709       3.685       6.454        6556    0.212153
       174.1     996.704    5985.744   -3561.024       1.709       3.684       6.455        6555    0.212439
       174.2     996.875    5986.113   -3560.379       1.709       3.684       6.455        6554    0.212725
       174.3     997.046    5986.481   -3559.733       1.708       3.683       6.456        6554    0.213011
       174.4     997.216    5986.850   -3559.088       1.708       3.683       6.456        6553    0.213297
       174.5     997.387    5987.218   -3558.442       1.708       3.683       6.457        6553    0.213583
       174.6     997.558    5987.586   -3557.797       1.708       3.682       6.457        6552    0.213869
       174.7     997.729    5987.954   -3557.151       1.707       3.682       6.458        6551    0.214155
       174.8     997.899    5988.322   -3556.505       1.707       3.681       6.458        6551    0.214441
       174.9     998.070    5988.690   -3555.859       1.707       3.681       6.459        6550    0.214727
       175.0     998.241    5989.059   -3555.213       1.706       3.680       6.459        6550    0.215013
       175.1     998.411    5989.427   -3554.567       1.706       3.680       6.460        6549    0.215299
       175.2     998.582    5989.795   -3553.921       1.706       3.679       6.460        6548    0.215584
       175.3     998.753    5990.162   -3553.275       1.706       3.679       6.460        6548    0.215870
       175.4     998.923    5990.530   -3552.629       1.705       3.679       6.461        6547    0.216156
       175.5     999.094    5990.898   -3551.983       1.705       3.678       6.461        6547    0.216442
       175.6     999.264    5991.266   -3551.337       1.705       3.678       6.462        6546    0.216728
       175.7     999.435    5991.634   -3550.691       1.705       3.677       6.462        6545    0.217014
       175.8     999.605    5992.001   -3550.045       1.704       3.677       6.463        6545    0.217300
       175.9     999.776    5992.369   -3549.398       1.704       3.676       6.463        6544    0.217586
       176.0     999.946    5992.737   -3548.752       1.704       3.676       6.464        6544    0.217872
       176.1    1000.116    5993.104   -3548.105       1.704       3.675       6.464        6543    0.218158
       176.2    1000.287    5993.472   -3547.459       1.703       3.675       6.465        6542    0.218444
       176.3    1000.457    5993.839   -3546.813       1.703       3.675       6.465        6542    0.218730
       176.4    1000.627    5994.207   -3546.166       1.703       3.674       6.466        6541    0.219015
       176.5    1000.798    5994.574   -3545.519       1.703       3.674       6.466        6541    0.219301
       176.6    1000.968    5994.941   -3544.873       1.702       3.673       6.467        6540    0.219587
       176.7    1001.138    5995.309   -3544.226       1.702       3.673       6.467        6539    0.219873
       176.8    1001.308    5995.676   -3543.579       1.702       3.672       6.468        6539    0.220159
       176.9    1001.478    5996.043   -3542.933       1.702       3.672       6.468        6538    0.220445
       177.0    1001.649    5996.410   -3542.286       1.701       3.671       6.469        6538    0.220731
       177.1    1001.819    5996.778   -3541.639       1.701       3.671       6.469        6537    0.221017
       177.2    1001.989    5997.145   -3540.992       1.701       3.671       6.469        6536    0.221303
       177.3    1002.159    5997.512   -3540.345       1.701       3.670       6.470        6536    0.221588
       177.4    1002.329    5997.879   -3539.698       1.700       3.670       6.470        6535    0.221874
       177.5    1002.499    5998.246   -3539.051       1.700       3.669       6.471        6535    0.222160
       177.6    1002.669    5998.612   -3538.404       1.700       3.669       6.471        6534    0.222446
       177.7    1002.839    5998.979   -3537.757       1.700       3.668       6.472        6533    0.222732
       177.8    1003.009    5999.346   -3537.109       1.699       3.668       6.472        6533    0.223018
       177.9    1003.179    5999.713   -3536.462       1.699       3.667       6.473        6532    0.223304
       178.0    1003.349    6000.080   -3535.815       1.699       3.667       6.473        6532    0.223590
       178.1    1003.518    6000.446   -3535.168       1.698       3.666       6.474        6531    0.223875
       178.2    1003.688    6000.813   -3534.520       1.698       3.666       6.474        6530    0.224161
       178.3    1003.858    6001.180   -3533.873       1.698       3.666       6.475        6530    0.224447
       178.4    1004.028    6001.546   -3533.225       1.698       3.665       6.475        6529    0.224733
       178.5    1004.198    6001.913   -3532.578       1.697       3.665       6.476        6529    0.225019
       178.6    1004.367    6002.279   -3531.930       1.697       3.664       6.476        6528    0.225305
       178.7    1004.537    6002.645   -3531.283       1.697       3.664       6.476        6527    0.225591
       178.8    1004.707    6003.012   -3530.635       1.697       3.663       6.477        6527    0.225876
       178.9    1004.876    6003.378   -3529.987       1.696       3.663       6.477        6526    0.226162
       179.0    1005.046    6003.744   -3529.339       1.696       3.662       6.478        6526    0.226448
       179.1    1005.216    6004.111   -3528.692       1.696       3.662       6.478        6525    0.226734
       179.2    1005.385    6004.477   -3528.044       1.696       3.662       6.479        6524    0.227020
       179.3    1005.555    6004.843   -3527.396       1.695       3.661       6.479        6524    0.227306
       179.4    1005.724    6005.209   -3526.748       1.695       3.661       6.480        6523    0.227592
       179.5    1005.894    6005.575   -3526.100       1.695       3.660       6.480        6523    0.227877
       179.6    1006.063    6005.941   -3525.452       1.695       3.660       6.481        6522    0.228163
       179.7    1006.233    6006.307   -3524.804       1.694       3.659       6.481        6521    0.228449
       179.8    1006.402    6006.673   -3524.156       1.694       3.659       6.482        6521    0.228735
       179.9    1006.572    6007.039   -3523.507       1.694       3.658       6.482        6520    0.229021
       180.0    1006.741    6007.405   -3522.859       1.694       3.658       6.483        6520    0.229307
       180.1    1006.910    6007.770   -3522.211       1.693       3.658       6.483        6519    0.229592
       180.2    1007.080    6008.136   -3521.563       1.693       3.657       6.484        6518    0.229878
       180.3    1007.249    6008.502   -3520.914       1.693       3.657       6.484        6518    0.230164
       180.4    1007.418    6008.868   -3520.266       1.693       3.656       6.484        6517    0.230450
       180.5    1007.587    6009.233   -3519.617       1.692       3.656       6.485        6517    0.230736
       180.6    1007.757    6009.599   -3518.969       1.692       3.655       6.485        6516    0.231021
       180.7    1007.926    6009.964   -3518.320       1.692       3.655       6.486        6515    0.231307
       180.8    1008.095    6010.330   -3517.672       1.692       3.654       6.486        6515    0.231593
       180.9    1008.264    6010.695   -3517.023       1.691       3.654       6.487        6514    0.231879
       181.0    1008.433    6011.060   -3516.374       1.691       3.654       6.487        6514    0.232165
       181.1    1008.602    6011.426   -3515.726       1.691       3.653       6.488        6513    0.232451
       181.2    1008.771    6011.791   -3515.077       1.691       3.653       6.488        6512    0.232736
       181.3    1008.941    6012.156   -3514.428       1.690       3.652       6.489        6512    0.233022
       181.4    1009.110    6012.521   -3513.779       1.690       3.652       6.489        6511    0.233308
       181.5    1009.279    6012.887   -3513.130       1.690       3.651       6.490        6511    0.233594
       181.6    1009.447    6013.252   -3512.481       1.689       3.651       6.490        6510    0.233880
       181.7    1009.616    6013.617   -3511.832       1.689       3.650       6.491        6509    0.234165
       181.8    1009.785    6013.982   -3511.183       1.689       3.650       6.491        6509    0.234451
       181.9    1009.954    6014.347   -3510.534       1.689       3.649       6.491        6508    0.234737
       182.0    1010.123    6014.712   -3509.885       1.688       3.649       6.492        6508    0.235023
       182.1    1010.292    6015.077   -3509.236       1.688       3.649       6.492        6507    0.235308
       182.2    1010.461    6015.441   -3508.586       1.688       3.648       6.493        6506    0.235594
       182.3    1010.629    6015.806   -3507.937       1.688       3.648       6.493        6506    0.235880
       182.4    1010.798    6016.171   -3507.288       1.687       3.647       6.494        6505    0.236166
       182.5    1010.967    6016.536   -3506.638       1.687       3.647       6.494        6505    0.236452
       182.6    1011.136    6016.900   -3505.989       1.687       3.646       6.495        6504    0.236737
       182.7    1011.304    6017.265   -3505.339       1.687       3.646       6.495        6503    0.237023
       182.8    1011.473    6017.630   -3504.690       1.686       3.645       6.496        6503    0.237309
       182.9    1011.642    6017.994   -3504.040       1.686       3.645       6.496        6502    0.237595
       183.0    1011.810    6018.359   -3503.391       1.686       3.645       6.497        6502    0.237880
       183.1    1011.979    6018.723   -3502.741       1.686       3.644       6.497        6501    0.238166
       183.2    1012.147    6019.087   -3502.091       1.685       3.644       6.498        6500    0.238452
       183.3    1012.316    6019.452   -3501.441       1.685       3.643       6.498        6500    0.238738
       183.4    1012.484    6019.816   -3500.792       1.685       3.643       6.498        6499    0.239024
       183.5    1012.653    6020.180   -3500.142       1.685       3.642       6.499        6498    0.239309
       183.6    1012.821    6020.544   -3499.492       1.684       3.642       6.499        6498    0.239595
       183.7    1012.990    6020.909   -3498.842       1.684       3.641       6.500        6497    0.239881
       183.8    1013.158    6021.273   -3498.192       1.684       3.641       6.500        6497    0.240167
       183.9    1013.327    6021.637   -3497.542       1.684       3.640       6.501        6496    0.240452
       184.0    1013.495    6022.001   -3496.892       1.683       3.640       6.501        6495    0.240738
       184.1    1013.663    6022.365   -3496.242       1.683       3.640       6.502        6495    0.241024
       184.2    1013.831    6022.729   -3495.591       1.683       3.639       6.502        6494    0.241310
       184.3    1014.000    6023.093   -3494.941       1.683       3.639       6.503        6494    0.241595
       184.4    1014.168    6023.457   -3494.291       1.682       3.638       6.503        6493    0.241881
       184.5    1014.336    6023.820   -3493.640       1.682       3.638       6.504        6492    0.242167
       184.6    1014.504    6024.184   -3492.990       1.682       3.637       6.504        6492    0.242453
       184.7    1014.673    6024.548   -3492.340       1.682       3.637       6.505        6491    0.242738
       184.8    1014.841    6024.912   -3491.689       1.681       3.636       6.505        6491    0.243024
       184.9    1015.009    6025.275   -3491.039       1.681       3.636       6.505        6490    0.243310
       185.0    1015.177    6025.639   -3490.388       1.681       3.636       6.506        6489    0.243595
       185.1    1015.345    6026.002   -3489.738       1.680       3.635       6.506        6489    0.243881
       185.2    1015.513    6026.366   -3489.087       1.680       3.635       6.507        6488    0.244167
       185.3    1015.681    6026.729   -3488.436       1.680       3.634       6.507        6488    0.244453
       185.4    1015.849    6027.093   -3487.785       1.680       3.634       6.508        6487    0.244738
       185.5    1016.017    6027.456   -3487.135       1.679       3.633       6.508        6486    0.245024
       185.6    1016.185    6027.819   -3486.484       1.679       3.633       6.509        6486    0.245310
       185.7    1016.353    6028.183   -3485.833       1.679       3.632       6.509        6485    0.245596
       185.8    1016.521    6028.546   -3485.182       1.679       3.632       6.510        6485    0.245881
       185.9    1016.689    6028.909   -3484.531       1.678       3.632       6.510        6484    0.246167
       186.0    1016.856    6029.272   -3483.880       1.678       3.631       6.511        6483    0.246453
       186.1    1017.024    6029.635   -3483.229       1.678       3.631       6.511        6483    0.246738
       186.2    1017.192    6029.998   -3482.578       1.678       3.630       6.511        6482    0.247024
       186.3    1017.360    6030.361   -3481.927       1.677       3.630       6.512        6482    0.247310
       186.4    1017.527    6030.724   -3481.275       1.677       3.629       6.512        6481    0.247595
       186.5    1017.695    6031.087   -3480.624       1.677       3.629       6.513        6480    0.247881
       186.6    1017.863    6031.450   -3479.973       1.677       3.628       6.513        6480    0.248167
       186.7    1018.030    6031.813   -3479.321       1.676       3.628       6.514        6479    0.248453
       186.8    1018.198    6032.176   -3478.670       1.676       3.627       6.514        6479    0.248738
       186.9    1018.366    6032.538   -3478.019       1.676       3.627       6.515        6478    0.249024
       187.0    1018.533    6032.901   -3477.367       1.676       3.627       6.515        6477    0.249310
       187.1    1018.701    6033.264   -3476.716       1.675       3.626       6.516        6477    0.249595
       187.2    1018.868    6033.626   -3476.064       1.675       3.626       6.516        6476    0.249881
       187.3    1019.036    6033.989   -3475.412       1.675       3.625       6.517        6476    0.250167
       187.4    1019.203    6034.351   -3474.761       1.675       3.625       6.517        6475    0.250452
       187.5    1019.371    6034.714   -3474.109       1.674       3.624       6.517        6474    0.250738
       187.6    1019.538    6035.076   -3473.457       1.674       3.624       6.518        6474    0.251024
       187.7    1019.706    6035.438   -3472.805       1.674       3.623       6.518        6473    0.251309
       187.8    1019.873    6035.801   -3472.154       1.674       3.623       6.519        6473    0.251595
       187.9    1020.040    6036.163   -3471.502       1.673       3.623       6.519        6472    0.251881
       188.0    1020.208    6036.525   -3470.850       1.673       3.622       6.520        6471    0.252166
       188.1    1020.375    6036.887   -3470.198       1.673       3.622       6.520        6471    0.252452
       188.2    1020.542    6037.250   -3469.546       1.673       3.621       6.521        6470    0.252738
       188.3    1020.709    6037.612   -3468.894       1.672       3.621       6.521        6470    0.253023
       188.4    1020.877    6037.974   -3468.241       1.672       3.620       6.522        6469    0.253309
       188.5    1021.044    6038.336   -3467.589       1.672       3.620       6.522        6468    0.253595
       188.6    1021.211    6038.698   -3466.937       1.671       3.619       6.523        6468    0.253880
       188.7    1021.378    6039.060   -3466.285       1.671       3.619       6.523        6467    0.254166
       188.8    1021.545    6039.422   -3465.632       1.671       3.618       6.523        6467    0.254452
       188.9    1021.712    6039.783   -3464.980       1.671       3.618       6.524        6466    0.254737
       189.0    1021.879    6040.145   -3464.328       1.670       3.618       6.524        6465    0.255023
       189.1    1022.046    6040.507   -3463.675       1.670       3.617       6.525        6465    0.255309
       189.2    1022.213    6040.869   -3463.023       1.670       3.617       6.525        6464    0.255594
       189.3    1022.380    6041.230   -3462.370       1.670       3.616       6.526        6464    0.255880
       189.4    1022.547    6041.592   -3461.718       1.669       3.616       6.526        6463    0.256166
       189.5    1022.714    6041.953   -3461.065       1.669       3.615       6.527        6462    0.256451
       189.6    1022.881    6042.315   -3460.412       1.669       3.615       6.527        6462    0.256737
       189.7    1023.048    6042.676   -3459.759       1.669       3.614       6.528        6461    0.257023
       189.8    1023.215    6043.038   -3459.107       1.668       3.614       6.528        6461    0.257308
       189.9    1023.382    6043.399   -3458.454       1.668       3.614       6.529        6460    0.257594
       190.0    1023.549    6043.760   -3457.801       1.668       3.613       6.529        6459    0.257879
       190.1    1023.715    6044.122   -3457.148       1.668       3.613       6.529        6459    0.258165
       190.2    1023.882    6044.483   -3456.495       1.667       3.612       6.530        6458    0.258451
       190.3    1024.049    6044.844   -3455.842       1.667       3.612       6.530        6458    0.258736
       190.4    1024.215    6045.205   -3455.189       1.667       3.611       6.531        6457    0.259022
       190.5    1024.382    6045.566   -3454.536       1.667       3.611       6.531        6456    0.259308
       190.6    1024.549    6045.928   -3453.883       1.666       3.610       6.532        6456    0.259593
       190.7    1024.715    6046.289   -3453.230       1.666       3.610       6.532        6455    0.259879
       190.8    1024.882    6046.650   -3452.576       1.666       3.609       6.533        6455    0.260164
       190.9    1025.049    6047.010   -3451.923       1.666       3.609       6.533        6454    0.260450
       191.0    1025.215    6047.371   -3451.270       1.665       3.609       6.534        6453    0.260736
       191.1    1025.382    6047.732   -3450.616       1.665       3.608       6.534        6453    0.261021
       191.2    1025.548    6048.093   -3449.963       1.665       3.608       6.535        6452    0.261307
       191.3    1025.715    6048.454   -3449.309       1.665       3.607       6.535        6452    0.261592
       191.4    1025.881    6048.814   -3448.656       1.664       3.607       6.535        6451    0.261878
       191.5    1026.048    6049.175   -3448.002       1.664       3.606       6.536        6450    0.262164
       191.6    1026.214    6049.536   -3447.349       1.664       3.606       6.536        6450    0.262449
       191.7    1026.380    6049.896   -3446.695       1.664       3.605       6.537        6449    0.262735
       191.8    1026.547    6050.257   -3446.041       1.663       3.605       6.537        6449    0.263020
       191.9    1026.713    6050.617   -3445.388       1.663       3.604       6.538        6448    0.263306
       192.0    1026.879    6050.978   -3444.734       1.663       3.604       6.538        6447    0.263592
       192.1    1027.045    6051.338   -3444.080       1.662       3.604       6.539        6447    0.263877
       192.2    1027.212    6051.698   -3443.426       1.662       3.603       6.539        6446    0.264163
       192.3    1027.378    6052.059   -3442.772       1.662       3.603       6.540        6446    0.264448
       192.4    1027.544    6052.419   -3442.118       1.662       3.602       6.540        6445    0.264734
       192.5    1027.710    6052.779   -3441.464       1.661       3.602       6.540        6444    0.265020
       192.6    1027.876    6053.139   -3440.810       1.661       3.601       6.541        6444    0.265305
       192.7    1028.043    6053.499   -3440.156       1.661       3.601       6.541        6443    0.265591
       192.8    1028.209    6053.859   -3439.502       1.661       3.600       6.542        6443    0.265876
       192.9    1028.375    6054.220   -3438.848       1.660       3.600       6.542        6442    0.266162
       193.0    1028.541    6054.579   -3438.193       1.660       3.600       6.543        6441    0.266447
       193.1    1028.707    6054.939   -3437.539       1.660       3.599       6.543        6441    0.266733
       193.2    1028.873    6055.299   -3436.885       1.660       3.599       6.544        6440    0.267019
       193.3    1029.039    6055.659   -3436.230       1.659       3.598       6.544        6440    0.267304
       193.4    1029.205    6056.019   -3435.576       1.659       3.598       6.545        6439    0.267590
       193.5    1029.371    6056.379   -3434.921       1.659       3.597       6.545        6438    0.267875
       193.6    1029.536    6056.738   -3434.267       1.659       3.597       6.546        6438    0.268161
       193.7    1029.702    6057.098   -3433.612       1.658       3.596       6.546        6437    0.268446
       193.8    1029.868    6057.458   -3432.958       1.658       3.596       6.546        6437    0.268732
       193.9    1030.034    6057.817   -3432.303       1.658       3.595       6.547        6436    0.269018
       194.0    1030.200    6058.177   -3431.648       1.658       3.595       6.547        6435    0.269303
       194.1    1030.365    6058.536   -3430.994       1.657       3.595       6.548        6435    0.269589
       194.2    1030.531    6058.896   -3430.339       1.657       3.594       6.548        6434    0.269874
       194.3    1030.697    6059.255   -3429.684       1.657       3.594       6.549        6434    0.270160
       194.4    1030.863    6059.614   -3429.029       1.657       3.593       6.549        6433    0.270445
       194.5    1031.028    6059.974   -3428.374       1.656       3.593       6.550        6432    0.270731
       194.6    1031.194    6060.333   -3427.719       1.656       3.592       6.550        6432    0.271016
       194.7    1031.359    6060.692   -3427.064       1.656       3.592       6.551        6431    0.271302
       194.8    1031.525    6061.051   -3426.409       1.656       3.591       6.551        6431    0.271587
       194.9    1031.690    6061.411   -3425.754       1.655       3.591       6.551        6430    0.271873
       195.0    1031.856    6061.770   -3425.099       1.655       3.591       6.552        6429    0.272158
       195.1    1032.022    6062.129   -3424.444       1.655       3.590       6.552        6429    0.272444
       195.2    1032.187    6062.488   -3423.788       1.655       3.590       6.553        6428    0.272730
       195.3    1032.352    6062.847   -3423.133       1.654       3.589       6.553        6428    0.273015
       195.4    1032.518    6063.205   -3422.478       1.654       3.589       6.554        6427    0.273301
       195.5    1032.683    6063.564   -3421.822       1.654       3.588       6.554        6426    0.273586
       195.6    1032.849    6063.923   -3421.167       1.654       3.588       6.555        6426    0.273872
       195.7    1033.014    6064.282   -3420.511       1.653       3.587       6.555        6425    0.274157
       195.8    1033.179    6064.641   -3419.856       1.653       3.587       6.556        6425    0.274443
       195.9    1033.345    6064.999   -3419.200       1.653       3.586       6.556        6424    0.274728
       196.0    1033.510    6065.358   -3418.545       1.653       3.586       6.556        6423    0.275014
       196.1    1033.675    6065.716   -3417.889       1.652       3.586       6.557        6423    0.275299
       196.2    1033.840    6066.075   -3417.233       1.652       3.585       6.557        6422    0.275585
       196.3    1034.005    6066.434   -3416.577       1.652       3.585       6.558        6422    0.275870
       196.4    1034.171    6066.792   -3415.922       1.651       3.584       6.558        6421    0.276156
       196.5    1034.336    6067.150   -3415.266       1.651       3.584       6.559        6420    0.276441
       196.6    1034.501    6067.509   -3414.610       1.651       3.583       6.559        6420    0.276727
       196.7    1034.666    6067.867   -3413.954       1.651       3.583       6.560        6419    0.277012
       196.8    1034.831    6068.225   -3413.298       1.650       3.582       6.560        6419    0.277298
       196.9    1034.996    6068.583   -3412.642       1.650       3.582       6.561        6418    0.277583
       197.0    1035.161    6068.942   -3411.986       1.650       3.581       6.561        6417    0.277869
       197.1    1035.326    6069.300   -3411.330       1.650       3.581       6.561        6417    0.278154
       197.2    1035.491    6069.658   -3410.674       1.649       3.581       6.562        6416    0.278440
       197.3    1035.656    6070.016   -3410.017       1.649       3.580       6.562        6416    0.278725
       197.4    1035.821    6070.374   -3409.361       1.649       3.580       6.563        6415    0.279011
       197.5    1035.986    6070.732   -3408.705       1.649       3.579       6.563        6414    0.279296
       197.6    1036.151    6071.090   -3408.048       1.648       3.579       6.564        6414    0.279582
       197.7    1036.315    6071.448   -3407.392       1.648       3.578       6.564        6413    0.279867
       197.8    1036.480    6071.805   -3406.736       1.648       3.578       6.565        6413    0.280153
       197.9    1036.645    6072.163   -3406.079       1.648       3.577       6.565        6412    0.280438
       198.0    1036.810    6072.521   -3405.423       1.647       3.577       6.566        6411    0.280724
       198.1    1036.974    6072.879   -3404.766       1.647       3.576       6.566        6411    0.281009
       198.2    1037.139    6073.236   -3404.109       1.647       3.576       6.566        6410    0.281294
       198.3    1037.304    6073.594   -3403.453       1.647       3.576       6.567        6410    0.281580
       198.4    1037.469    6073.951   -3402.796       1.646       3.575       6.567        6409    0.281865
       198.5    1037.633    6074.309   -3402.139       1.646       3.575       6.568        6408    0.282151
       198.6    1037.798    6074.666   -3401.482       1.646       3.574       6.568        6408    0.282436
       198.7    1037.962    6075.024   -3400.826       1.646       3.574       6.569        6407    0.282722
       198.8    1038.127    6075.381   -3400.169       1.645       3.573       6.569        6407    0.283007
       198.9    1038.291    6075.738   -3399.512       1.645       3.573       6.570        6406    0.283293
       199.0    1038.456    6076.096   -3398.855       1.645       3.572       6.570        6405    0.283578
       199.1    1038.620    6076.453   -3398.198       1.645       3.572       6.571        6405    0.283864
       199.2    1038.785    6076.810   -3397.541       1.644       3.572       6.571        6404    0.284149
       199.3    1038.949    6077.167   -3396.884       1.644       3.571       6.571        6404    0.284435
       199.4    1039.114    6077.524   -3396.226       1.644       3.571       6.572        6403    0.284720
       199.5    1039.278    6077.881   -3395.569       1.644       3.570       6.572        6402    0.285005
       199.6    1039.442    6078.238   -3394.912       1.643       3.570       6.573        6402    0.285291
       199.7    1039.607    6078.595   -3394.255       1.643       3.569       6.573        6401    0.285576
       199.8    1039.771    6078.952   -3393.597       1.643       3.569       6.574        6401    0.285862
       199.9    1039.935    6079.309   -3392.940       1.643       3.568       6.574        6400    0.286147
       200.0    1040.099    6079.666   -3392.282       1.642       3.568       6.575        6399    0.286433
       200.0    1040.099    6079.666   -3392.282       1.642       3.568       6.575        6399    0.286433
