
          t           x           y           z          Vx          Vy          Vz           m        Vхар 
       134.8     929.901    5837.022   -3811.792       1.946       3.828       6.215        6791    0.097506
       134.9     930.096    5837.405   -3811.170       1.946       3.828       6.216        6790    0.097786
       135.0     930.290    5837.787   -3810.549       1.946       3.827       6.216        6790    0.098066
       135.1     930.485    5838.170   -3809.927       1.946       3.827       6.217        6789    0.098347
       135.2     930.679    5838.553   -3809.306       1.946       3.826       6.217        6789    0.098627
       135.3     930.874    5838.935   -3808.684       1.946       3.826       6.217        6788    0.098907
       135.4     931.069    5839.318   -3808.062       1.946       3.825       6.218        6787    0.099187
       135.5     931.263    5839.700   -3807.440       1.946       3.825       6.218        6787    0.099467
       135.6     931.458    5840.083   -3806.819       1.947       3.824       6.218        6786    0.099748
       135.7     931.653    5840.465   -3806.197       1.947       3.824       6.219        6786    0.100028
       135.8     931.847    5840.848   -3805.575       1.947       3.823       6.219        6785    0.100308
       135.9     932.042    5841.230   -3804.953       1.947       3.822       6.219        6784    0.100588
       136.0     932.237    5841.612   -3804.331       1.947       3.822       6.220        6784    0.100868
       136.1     932.431    5841.994   -3803.709       1.947       3.821       6.220        6783    0.101149
       136.2     932.626    5842.376   -3803.087       1.947       3.821       6.221        6783    0.101429
       136.3     932.821    5842.758   -3802.465       1.947       3.820       6.221        6782    0.101709
       136.4     933.016    5843.140   -3801.843       1.948       3.820       6.221        6781    0.101989
       136.5     933.210    5843.522   -3801.221       1.948       3.819       6.222        6781    0.102269
       136.6     933.405    5843.904   -3800.598       1.948       3.819       6.222        6780    0.102550
       136.7     933.600    5844.286   -3799.976       1.948       3.818       6.222        6780    0.102830
       136.8     933.795    5844.668   -3799.354       1.948       3.818       6.223        6779    0.103110
       136.9     933.990    5845.050   -3798.732       1.948       3.817       6.223        6778    0.103390
       137.0     934.184    5845.431   -3798.109       1.948       3.817       6.223        6778    0.103670
       137.1     934.379    5845.813   -3797.487       1.948       3.816       6.224        6777    0.103950
       137.2     934.574    5846.195   -3796.865       1.949       3.816       6.224        6777    0.104231
       137.3     934.769    5846.576   -3796.242       1.949       3.815       6.225        6776    0.104511
       137.4     934.964    5846.958   -3795.620       1.949       3.815       6.225        6775    0.104791
       137.5     935.159    5847.339   -3794.997       1.949       3.814       6.225        6775    0.105071
       137.6     935.354    5847.720   -3794.375       1.949       3.813       6.226        6774    0.105351
       137.7     935.549    5848.102   -3793.752       1.949       3.813       6.226        6774    0.105632
       137.8     935.743    5848.483   -3793.129       1.949       3.812       6.226        6773    0.105912
       137.9     935.938    5848.864   -3792.507       1.950       3.812       6.227        6772    0.106192
       138.0     936.133    5849.245   -3791.884       1.950       3.811       6.227        6772    0.106472
       138.1     936.328    5849.627   -3791.261       1.950       3.811       6.227        6771    0.106752
       138.2     936.523    5850.008   -3790.639       1.950       3.810       6.228        6771    0.107033
       138.3     936.718    5850.389   -3790.016       1.950       3.810       6.228        6770    0.107313
       138.4     936.913    5850.770   -3789.393       1.950       3.809       6.229        6769    0.107593
       138.5     937.108    5851.150   -3788.770       1.950       3.809       6.229        6769    0.107873
       138.6     937.303    5851.531   -3788.147       1.950       3.808       6.229        6768    0.108153
       138.7     937.498    5851.912   -3787.524       1.951       3.808       6.230        6768    0.108434
       138.8     937.693    5852.293   -3786.901       1.951       3.807       6.230        6767    0.108714
       138.9     937.889    5852.674   -3786.278       1.951       3.807       6.230        6766    0.108994
       139.0     938.084    5853.054   -3785.655       1.951       3.806       6.231        6766    0.109274
       139.1     938.279    5853.435   -3785.032       1.951       3.805       6.231        6765    0.109554
       139.2     938.474    5853.815   -3784.409       1.951       3.805       6.231        6765    0.109834
       139.3     938.669    5854.196   -3783.786       1.951       3.804       6.232        6764    0.110115
       139.4     938.864    5854.576   -3783.163       1.951       3.804       6.232        6763    0.110395
       139.5     939.059    5854.957   -3782.539       1.952       3.803       6.233        6763    0.110675
       139.6     939.254    5855.337   -3781.916       1.952       3.803       6.233        6762    0.110955
       139.7     939.450    5855.717   -3781.293       1.952       3.802       6.233        6762    0.111235
       139.8     939.645    5856.097   -3780.669       1.952       3.802       6.234        6761    0.111516
       139.9     939.840    5856.477   -3780.046       1.952       3.801       6.234        6760    0.111796
       140.0     940.035    5856.858   -3779.423       1.952       3.801       6.234        6760    0.112076
       140.1     940.230    5857.238   -3778.799       1.952       3.800       6.235        6759    0.112356
       140.2     940.426    5857.618   -3778.176       1.952       3.800       6.235        6759    0.112636
       140.3     940.621    5857.998   -3777.552       1.953       3.799       6.235        6758    0.112917
       140.4     940.816    5858.377   -3776.929       1.953       3.799       6.236        6757    0.113197
       140.5     941.011    5858.757   -3776.305       1.953       3.798       6.236        6757    0.113477
       140.6     941.207    5859.137   -3775.681       1.953       3.797       6.237        6756    0.113757
       140.7     941.402    5859.517   -3775.058       1.953       3.797       6.237        6756    0.114037
       140.8     941.597    5859.896   -3774.434       1.953       3.796       6.237        6755    0.114318
       140.9     941.793    5860.276   -3773.810       1.953       3.796       6.238        6754    0.114598
       141.0     941.988    5860.656   -3773.186       1.953       3.795       6.238        6754    0.114878
       141.1     942.183    5861.035   -3772.563       1.954       3.795       6.238        6753    0.115158
       141.2     942.379    5861.415   -3771.939       1.954       3.794       6.239        6753    0.115438
       141.3     942.574    5861.794   -3771.315       1.954       3.794       6.239        6752    0.115718
       141.4     942.769    5862.173   -3770.691       1.954       3.793       6.239        6751    0.115999
       141.5     942.965    5862.553   -3770.067       1.954       3.793       6.240        6751    0.116279
       141.6     943.160    5862.932   -3769.443       1.954       3.792       6.240        6750    0.116559
       141.7     943.356    5863.311   -3768.819       1.954       3.792       6.241        6750    0.116839
       141.8     943.551    5863.690   -3768.195       1.954       3.791       6.241        6749    0.117119
       141.9     943.746    5864.069   -3767.571       1.955       3.791       6.241        6748    0.117400
       142.0     943.942    5864.448   -3766.947       1.955       3.790       6.242        6748    0.117680
       142.1     944.137    5864.827   -3766.322       1.955       3.789       6.242        6747    0.117960
       142.2     944.333    5865.206   -3765.698       1.955       3.789       6.242        6747    0.118240
       142.3     944.528    5865.585   -3765.074       1.955       3.788       6.243        6746    0.118520
       142.4     944.724    5865.964   -3764.450       1.955       3.788       6.243        6745    0.118801
       142.5     944.919    5866.343   -3763.825       1.955       3.787       6.243        6745    0.119081
       142.6     945.115    5866.721   -3763.201       1.955       3.787       6.244        6744    0.119361
       142.7     945.310    5867.100   -3762.577       1.956       3.786       6.244        6744    0.119641
       142.8     945.506    5867.479   -3761.952       1.956       3.786       6.245        6743    0.119921
       142.9     945.702    5867.857   -3761.328       1.956       3.785       6.245        6742    0.120202
       143.0     945.897    5868.236   -3760.703       1.956       3.785       6.245        6742    0.120482
       143.1     946.093    5868.614   -3760.079       1.956       3.784       6.246        6741    0.120762
       143.2     946.288    5868.993   -3759.454       1.956       3.784       6.246        6741    0.121042
       143.3     946.484    5869.371   -3758.829       1.956       3.783       6.246        6740    0.121322
       143.4     946.680    5869.749   -3758.205       1.956       3.783       6.247        6739    0.121602
       143.5     946.875    5870.127   -3757.580       1.957       3.782       6.247        6739    0.121883
       143.6     947.071    5870.506   -3756.955       1.957       3.781       6.247        6738    0.122163
       143.7     947.267    5870.884   -3756.331       1.957       3.781       6.248        6738    0.122443
       143.8     947.462    5871.262   -3755.706       1.957       3.780       6.248        6737    0.122723
       143.9     947.658    5871.640   -3755.081       1.957       3.780       6.249        6736    0.123003
       144.0     947.854    5872.018   -3754.456       1.957       3.779       6.249        6736    0.123284
       144.1     948.049    5872.396   -3753.831       1.957       3.779       6.249        6735    0.123564
       144.2     948.245    5872.774   -3753.206       1.957       3.778       6.250        6735    0.123844
       144.3     948.441    5873.151   -3752.581       1.958       3.778       6.250        6734    0.124124
       144.4     948.637    5873.529   -3751.956       1.958       3.777       6.250        6733    0.124404
       144.5     948.832    5873.907   -3751.331       1.958       3.777       6.251        6733    0.124685
       144.6     949.028    5874.284   -3750.706       1.958       3.776       6.251        6732    0.124965
       144.7     949.224    5874.662   -3750.081       1.958       3.776       6.251        6732    0.125245
       144.8     949.420    5875.040   -3749.456       1.958       3.775       6.252        6731    0.125525
       144.9     949.616    5875.417   -3748.831       1.958       3.775       6.252        6730    0.125805
       145.0     949.811    5875.795   -3748.205       1.958       3.774       6.252        6730    0.126085
       145.1     950.007    5876.172   -3747.580       1.959       3.773       6.253        6729    0.126366
       145.2     950.203    5876.549   -3746.955       1.959       3.773       6.253        6729    0.126646
       145.3     950.399    5876.927   -3746.330       1.959       3.772       6.254        6728    0.126926
       145.4     950.595    5877.304   -3745.704       1.959       3.772       6.254        6727    0.127206
       145.5     950.791    5877.681   -3745.079       1.959       3.771       6.254        6727    0.127486
       145.6     950.987    5878.058   -3744.453       1.959       3.771       6.255        6726    0.127767
       145.7     951.183    5878.435   -3743.828       1.959       3.770       6.255        6726    0.128047
       145.8     951.379    5878.812   -3743.202       1.959       3.770       6.255        6725    0.128327
       145.9     951.575    5879.189   -3742.577       1.960       3.769       6.256        6724    0.128607
       146.0     951.770    5879.566   -3741.951       1.960       3.769       6.256        6724    0.128887
       146.1     951.966    5879.943   -3741.326       1.960       3.768       6.256        6723    0.129168
       146.2     952.162    5880.320   -3740.700       1.960       3.768       6.257        6723    0.129448
       146.3     952.358    5880.696   -3740.074       1.960       3.767       6.257        6722    0.129728
       146.4     952.554    5881.073   -3739.449       1.960       3.766       6.257        6721    0.130008
       146.5     952.750    5881.450   -3738.823       1.960       3.766       6.258        6721    0.130288
       146.6     952.947    5881.826   -3738.197       1.960       3.765       6.258        6720    0.130569
       146.7     953.143    5882.203   -3737.571       1.961       3.765       6.259        6720    0.130849
       146.8     953.339    5882.579   -3736.945       1.961       3.764       6.259        6719    0.131129
       146.9     953.535    5882.956   -3736.319       1.961       3.764       6.259        6718    0.131409
       147.0     953.731    5883.332   -3735.693       1.961       3.763       6.260        6718    0.131689
       147.1     953.927    5883.708   -3735.067       1.961       3.763       6.260        6717    0.131969
       147.2     954.123    5884.084   -3734.441       1.961       3.762       6.260        6717    0.132250
       147.3     954.319    5884.461   -3733.815       1.961       3.762       6.261        6716    0.132530
       147.4     954.515    5884.837   -3733.189       1.961       3.761       6.261        6715    0.132810
       147.5     954.711    5885.213   -3732.563       1.962       3.761       6.261        6715    0.133090
       147.6     954.908    5885.589   -3731.937       1.962       3.760       6.262        6714    0.133370
       147.7     955.104    5885.965   -3731.311       1.962       3.759       6.262        6714    0.133651
       147.8     955.300    5886.341   -3730.685       1.962       3.759       6.262        6713    0.133931
       147.9     955.496    5886.717   -3730.058       1.962       3.758       6.263        6712    0.134211
       148.0     955.692    5887.092   -3729.432       1.962       3.758       6.263        6712    0.134491
       148.1     955.889    5887.468   -3728.806       1.962       3.757       6.264        6711    0.134771
       148.2     956.085    5887.844   -3728.179       1.962       3.757       6.264        6711    0.135052
       148.3     956.281    5888.220   -3727.553       1.963       3.756       6.264        6710    0.135332
       148.4     956.477    5888.595   -3726.926       1.963       3.756       6.265        6709    0.135612
       148.5     956.674    5888.971   -3726.300       1.963       3.755       6.265        6709    0.135892
       148.6     956.870    5889.346   -3725.674       1.963       3.755       6.265        6708    0.136172
       148.7     957.066    5889.722   -3725.047       1.963       3.754       6.266        6708    0.136453
       148.8     957.262    5890.097   -3724.420       1.963       3.754       6.266        6707    0.136733
       148.9     957.459    5890.472   -3723.794       1.963       3.753       6.266        6706    0.137013
       149.0     957.655    5890.848   -3723.167       1.963       3.753       6.267        6706    0.137293
       149.1     957.851    5891.223   -3722.540       1.964       3.752       6.267        6705    0.137573
       149.2     958.048    5891.598   -3721.914       1.964       3.751       6.267        6705    0.137853
       149.3     958.244    5891.973   -3721.287       1.964       3.751       6.268        6704    0.138134
       149.4     958.441    5892.348   -3720.660       1.964       3.750       6.268        6703    0.138414
       149.5     958.637    5892.723   -3720.033       1.964       3.750       6.269        6703    0.138694
       149.6     958.833    5893.098   -3719.406       1.964       3.749       6.269        6702    0.138974
       149.7     959.030    5893.473   -3718.779       1.964       3.749       6.269        6702    0.139254
       149.8     959.226    5893.848   -3718.153       1.964       3.748       6.270        6701    0.139535
       149.9     959.423    5894.223   -3717.526       1.965       3.748       6.270        6700    0.139815
       150.0     959.619    5894.598   -3716.899       1.965       3.747       6.270        6700    0.140095
       150.1     959.816    5894.972   -3716.272       1.965       3.747       6.271        6699    0.140375
       150.2     960.012    5895.347   -3715.644       1.965       3.746       6.271        6698    0.140655
       150.3     960.209    5895.721   -3715.017       1.965       3.745       6.271        6698    0.140936
       150.4     960.405    5896.096   -3714.390       1.965       3.745       6.272        6697    0.141216
       150.5     960.602    5896.470   -3713.763       1.965       3.744       6.272        6697    0.141496
       150.6     960.798    5896.845   -3713.136       1.965       3.744       6.272        6696    0.141776
       150.7     960.995    5897.219   -3712.508       1.966       3.743       6.273        6695    0.142056
       150.8     961.191    5897.594   -3711.881       1.966       3.743       6.273        6695    0.142337
       150.9     961.388    5897.968   -3711.254       1.966       3.742       6.274        6694    0.142617
       151.0     961.584    5898.342   -3710.626       1.966       3.742       6.274        6694    0.142897
       151.1     961.781    5898.716   -3709.999       1.966       3.741       6.274        6693    0.143177
       151.2     961.978    5899.090   -3709.372       1.966       3.741       6.275        6692    0.143457
       151.3     962.174    5899.464   -3708.744       1.966       3.740       6.275        6692    0.143737
       151.4     962.371    5899.838   -3708.117       1.966       3.740       6.275        6691    0.144018
       151.5     962.568    5900.212   -3707.489       1.967       3.739       6.276        6691    0.144298
       151.6     962.764    5900.586   -3706.862       1.967       3.738       6.276        6690    0.144578
       151.7     962.961    5900.960   -3706.234       1.967       3.738       6.276        6689    0.144858
       151.8     963.158    5901.334   -3705.606       1.967       3.737       6.277        6689    0.145138
       151.9     963.354    5901.707   -3704.979       1.967       3.737       6.277        6688    0.145419
       152.0     963.551    5902.081   -3704.351       1.967       3.736       6.277        6688    0.145699
       152.1     963.748    5902.455   -3703.723       1.967       3.736       6.278        6687    0.145979
       152.2     963.944    5902.828   -3703.095       1.967       3.735       6.278        6686    0.146259
       152.3     964.141    5903.202   -3702.467       1.968       3.735       6.278        6686    0.146539
       152.4     964.338    5903.575   -3701.840       1.968       3.734       6.279        6685    0.146820
       152.5     964.535    5903.949   -3701.212       1.968       3.734       6.279        6685    0.147100
       152.6     964.731    5904.322   -3700.584       1.968       3.733       6.280        6684    0.147380
       152.7     964.928    5904.695   -3699.956       1.968       3.733       6.280        6683    0.147660
       152.8     965.125    5905.068   -3699.328       1.968       3.732       6.280        6683    0.147940
       152.9     965.322    5905.442   -3698.700       1.968       3.731       6.281        6682    0.148221
       153.0     965.519    5905.815   -3698.072       1.968       3.731       6.281        6682    0.148501
       153.1     965.716    5906.188   -3697.444       1.969       3.730       6.281        6681    0.148781
       153.2     965.912    5906.561   -3696.815       1.969       3.730       6.282        6680    0.149061
       153.3     966.109    5906.934   -3696.187       1.969       3.729       6.282        6680    0.149341
       153.4     966.306    5907.307   -3695.559       1.969       3.729       6.282        6679    0.149621
       153.5     966.503    5907.680   -3694.931       1.969       3.728       6.283        6679    0.149902
       153.6     966.700    5908.052   -3694.302       1.969       3.728       6.283        6678    0.150182
       153.7     966.897    5908.425   -3693.674       1.969       3.727       6.283        6677    0.150462
       153.8     967.094    5908.798   -3693.046       1.969       3.727       6.284        6677    0.150742
       153.9     967.291    5909.170   -3692.417       1.970       3.726       6.284        6676    0.151022
       154.0     967.488    5909.543   -3691.789       1.970       3.725       6.284        6676    0.151303
       154.1     967.685    5909.916   -3691.161       1.970       3.725       6.285        6675    0.151583
       154.2     967.882    5910.288   -3690.532       1.970       3.724       6.285        6674    0.151863
       154.3     968.079    5910.660   -3689.903       1.970       3.724       6.286        6674    0.152143
       154.4     968.276    5911.033   -3689.275       1.970       3.723       6.286        6673    0.152423
       154.5     968.473    5911.405   -3688.646       1.970       3.723       6.286        6673    0.152704
       154.6     968.670    5911.777   -3688.018       1.970       3.722       6.287        6672    0.152984
       154.7     968.867    5912.150   -3687.389       1.971       3.722       6.287        6671    0.153264
       154.8     969.064    5912.522   -3686.760       1.971       3.721       6.287        6671    0.153544
       154.9     969.261    5912.894   -3686.132       1.971       3.721       6.288        6670    0.153824
       155.0     969.458    5913.266   -3685.503       1.971       3.720       6.288        6670    0.154105
       155.1     969.655    5913.638   -3684.874       1.971       3.720       6.288        6669    0.154385
       155.2     969.852    5914.010   -3684.245       1.971       3.719       6.289        6668    0.154665
       155.3     970.049    5914.382   -3683.616       1.971       3.718       6.289        6668    0.154945
       155.4     970.246    5914.753   -3682.987       1.971       3.718       6.289        6667    0.155225
       155.5     970.444    5915.125   -3682.358       1.972       3.717       6.290        6667    0.155505
       155.6     970.641    5915.497   -3681.729       1.972       3.717       6.290        6666    0.155786
       155.7     970.838    5915.869   -3681.100       1.972       3.716       6.290        6665    0.156066
       155.8     971.035    5916.240   -3680.471       1.972       3.716       6.291        6665    0.156346
       155.9     971.232    5916.612   -3679.842       1.972       3.715       6.291        6664    0.156626
       156.0     971.430    5916.983   -3679.213       1.972       3.715       6.292        6664    0.156906
       156.1     971.627    5917.355   -3678.584       1.972       3.714       6.292        6663    0.157187
       156.2     971.824    5917.726   -3677.955       1.972       3.714       6.292        6662    0.157467
       156.3     972.021    5918.097   -3677.325       1.973       3.713       6.293        6662    0.157747
       156.4     972.218    5918.469   -3676.696       1.973       3.712       6.293        6661    0.158027
       156.5     972.416    5918.840   -3676.067       1.973       3.712       6.293        6661    0.158307
       156.6     972.613    5919.211   -3675.437       1.973       3.711       6.294        6660    0.158588
       156.7     972.810    5919.582   -3674.808       1.973       3.711       6.294        6659    0.158868
       156.8     973.008    5919.953   -3674.179       1.973       3.710       6.294        6659    0.159148
       156.9     973.205    5920.324   -3673.549       1.973       3.710       6.295        6658    0.159428
       157.0     973.402    5920.695   -3672.920       1.973       3.709       6.295        6658    0.159708
       157.1     973.600    5921.066   -3672.290       1.974       3.709       6.295        6657    0.159988
       157.2     973.797    5921.437   -3671.661       1.974       3.708       6.296        6656    0.160269
       157.3     973.994    5921.808   -3671.031       1.974       3.708       6.296        6656    0.160549
       157.4     974.192    5922.178   -3670.401       1.974       3.707       6.296        6655    0.160829
       157.5     974.389    5922.549   -3669.772       1.974       3.706       6.297        6655    0.161109
       157.6     974.587    5922.920   -3669.142       1.974       3.706       6.297        6654    0.161389
       157.7     974.784    5923.290   -3668.512       1.974       3.705       6.297        6653    0.161670
       157.8     974.981    5923.661   -3667.883       1.974       3.705       6.298        6653    0.161950
       157.9     975.179    5924.031   -3667.253       1.975       3.704       6.298        6652    0.162230
       158.0     975.376    5924.402   -3666.623       1.975       3.704       6.299        6652    0.162510
       158.1     975.574    5924.772   -3665.993       1.975       3.703       6.299        6651    0.162790
       158.2     975.771    5925.142   -3665.363       1.975       3.703       6.299        6650    0.163071
       158.3     975.969    5925.513   -3664.733       1.975       3.702       6.300        6650    0.163351
       158.4     976.166    5925.883   -3664.103       1.975       3.702       6.300        6649    0.163631
       158.5     976.364    5926.253   -3663.473       1.975       3.701       6.300        6649    0.163911
       158.6     976.561    5926.623   -3662.843       1.975       3.701       6.301        6648    0.164191
       158.7     976.759    5926.993   -3662.213       1.976       3.700       6.301        6647    0.164472
       158.8     976.956    5927.363   -3661.583       1.976       3.699       6.301        6647    0.164752
       158.9     977.154    5927.733   -3660.953       1.976       3.699       6.302        6646    0.165032
       159.0     977.352    5928.103   -3660.323       1.976       3.698       6.302        6646    0.165312
       159.1     977.549    5928.473   -3659.693       1.976       3.698       6.302        6645    0.165592
       159.2     977.747    5928.842   -3659.062       1.976       3.697       6.303        6644    0.165872
       159.3     977.944    5929.212   -3658.432       1.976       3.697       6.303        6644    0.166153
       159.4     978.142    5929.582   -3657.802       1.976       3.696       6.303        6643    0.166433
       159.5     978.340    5929.951   -3657.171       1.976       3.696       6.304        6643    0.166713
       159.6     978.537    5930.321   -3656.541       1.977       3.695       6.304        6642    0.166993
       159.7     978.735    5930.690   -3655.911       1.977       3.695       6.304        6641    0.167273
       159.8     978.933    5931.060   -3655.280       1.977       3.694       6.305        6641    0.167554
       159.9     979.130    5931.429   -3654.650       1.977       3.693       6.305        6640    0.167834
       160.0     979.328    5931.798   -3654.019       1.977       3.693       6.306        6640    0.168114
       160.1     979.526    5932.168   -3653.388       1.977       3.692       6.306        6639    0.168394
       160.2     979.723    5932.537   -3652.758       1.977       3.692       6.306        6638    0.168674
       160.3     979.921    5932.906   -3652.127       1.977       3.691       6.307        6638    0.168955
       160.4     980.119    5933.275   -3651.497       1.978       3.691       6.307        6637    0.169235
       160.5     980.317    5933.644   -3650.866       1.978       3.690       6.307        6637    0.169515
       160.6     980.514    5934.013   -3650.235       1.978       3.690       6.308        6636    0.169795
       160.7     980.712    5934.382   -3649.604       1.978       3.689       6.308        6635    0.170075
       160.8     980.910    5934.751   -3648.974       1.978       3.688       6.308        6635    0.170356
       160.9     981.108    5935.120   -3648.343       1.978       3.688       6.309        6634    0.170636
       161.0     981.306    5935.489   -3647.712       1.978       3.687       6.309        6634    0.170916
       161.1     981.504    5935.857   -3647.081       1.978       3.687       6.309        6633    0.171196
       161.2     981.701    5936.226   -3646.450       1.979       3.686       6.310        6632    0.171476
       161.3     981.899    5936.595   -3645.819       1.979       3.686       6.310        6632    0.171756
       161.4     982.097    5936.963   -3645.188       1.979       3.685       6.310        6631    0.172037
       161.5     982.295    5937.332   -3644.557       1.979       3.685       6.311        6631    0.172317
       161.6     982.493    5937.700   -3643.926       1.979       3.684       6.311        6630    0.172597
       161.7     982.691    5938.069   -3643.295       1.979       3.684       6.311        6629    0.172877
       161.8     982.889    5938.437   -3642.664       1.979       3.683       6.312        6629    0.173157
       161.9     983.087    5938.805   -3642.032       1.979       3.682       6.312        6628    0.173438
       162.0     983.285    5939.173   -3641.401       1.980       3.682       6.312        6628    0.173718
       162.1     983.483    5939.542   -3640.770       1.980       3.681       6.313        6627    0.173998
       162.2     983.681    5939.910   -3640.139       1.980       3.681       6.313        6626    0.174278
       162.3     983.879    5940.278   -3639.507       1.980       3.680       6.313        6626    0.174558
       162.4     984.077    5940.646   -3638.876       1.980       3.680       6.314        6625    0.174839
       162.5     984.275    5941.014   -3638.244       1.980       3.679       6.314        6625    0.175119
       162.6     984.473    5941.382   -3637.613       1.980       3.679       6.315        6624    0.175399
       162.7     984.671    5941.749   -3636.982       1.980       3.678       6.315        6623    0.175679
       162.8     984.869    5942.117   -3636.350       1.981       3.678       6.315        6623    0.175959
       162.9     985.067    5942.485   -3635.719       1.981       3.677       6.316        6622    0.176240
       163.0     985.265    5942.853   -3635.087       1.981       3.676       6.316        6622    0.176520
       163.1     985.463    5943.220   -3634.455       1.981       3.676       6.316        6621    0.176800
       163.2     985.661    5943.588   -3633.824       1.981       3.675       6.317        6620    0.177080
       163.3     985.859    5943.955   -3633.192       1.981       3.675       6.317        6620    0.177360
       163.4     986.057    5944.323   -3632.560       1.981       3.674       6.317        6619    0.177640
       163.5     986.255    5944.690   -3631.929       1.981       3.674       6.318        6619    0.177921
       163.6     986.454    5945.058   -3631.297       1.982       3.673       6.318        6618    0.178201
       163.7     986.652    5945.425   -3630.665       1.982       3.673       6.318        6617    0.178481
       163.8     986.850    5945.792   -3630.033       1.982       3.672       6.319        6617    0.178761
       163.9     987.048    5946.159   -3629.401       1.982       3.672       6.319        6616    0.179041
       164.0     987.246    5946.526   -3628.769       1.982       3.671       6.319        6616    0.179322
       164.1     987.445    5946.893   -3628.137       1.982       3.670       6.320        6615    0.179602
       164.2     987.643    5947.260   -3627.505       1.982       3.670       6.320        6614    0.179882
       164.3     987.841    5947.627   -3626.873       1.982       3.669       6.320        6614    0.180162
       164.4     988.039    5947.994   -3626.241       1.983       3.669       6.321        6613    0.180442
       164.5     988.238    5948.361   -3625.609       1.983       3.668       6.321        6613    0.180723
       164.6     988.436    5948.728   -3624.977       1.983       3.668       6.321        6612    0.181003
       164.7     988.634    5949.095   -3624.345       1.983       3.667       6.322        6611    0.181283
       164.8     988.832    5949.461   -3623.713       1.983       3.667       6.322        6611    0.181563
       164.9     989.031    5949.828   -3623.081       1.983       3.666       6.322        6610    0.181843
       165.0     989.229    5950.195   -3622.448       1.983       3.665       6.323        6610    0.182124
       165.1     989.427    5950.561   -3621.816       1.983       3.665       6.323        6609    0.182404
       165.2     989.626    5950.928   -3621.184       1.984       3.664       6.323        6608    0.182684
       165.3     989.824    5951.294   -3620.551       1.984       3.664       6.324        6608    0.182964
       165.4     990.022    5951.660   -3619.919       1.984       3.663       6.324        6607    0.183244
       165.5     990.221    5952.027   -3619.287       1.984       3.663       6.325        6607    0.183524
       165.6     990.419    5952.393   -3618.654       1.984       3.662       6.325        6606    0.183805
       165.7     990.618    5952.759   -3618.022       1.984       3.662       6.325        6605    0.184085
       165.8     990.816    5953.125   -3617.389       1.984       3.661       6.326        6605    0.184365
       165.9     991.015    5953.491   -3616.756       1.984       3.661       6.326        6604    0.184645
       166.0     991.213    5953.857   -3616.124       1.985       3.660       6.326        6604    0.184925
       166.1     991.411    5954.223   -3615.491       1.985       3.659       6.327        6603    0.185206
       166.2     991.610    5954.589   -3614.859       1.985       3.659       6.327        6602    0.185486
       166.3     991.808    5954.955   -3614.226       1.985       3.658       6.327        6602    0.185766
       166.4     992.007    5955.321   -3613.593       1.985       3.658       6.328        6601    0.186046
       166.5     992.205    5955.687   -3612.960       1.985       3.657       6.328        6601    0.186326
       166.6     992.404    5956.053   -3612.328       1.985       3.657       6.328        6600    0.186607
       166.7     992.602    5956.418   -3611.695       1.985       3.656       6.329        6599    0.186887
       166.8     992.801    5956.784   -3611.062       1.986       3.656       6.329        6599    0.187167
       166.9     993.000    5957.149   -3610.429       1.986       3.655       6.329        6598    0.187447
       167.0     993.198    5957.515   -3609.796       1.986       3.654       6.330        6598    0.187727
       167.1     993.397    5957.880   -3609.163       1.986       3.654       6.330        6597    0.188007
       167.2     993.595    5958.246   -3608.530       1.986       3.653       6.330        6596    0.188288
       167.3     993.794    5958.611   -3607.897       1.986       3.653       6.331        6596    0.188568
       167.4     993.993    5958.976   -3607.264       1.986       3.652       6.331        6595    0.188848
       167.5     994.191    5959.341   -3606.631       1.986       3.652       6.331        6595    0.189128
       167.6     994.390    5959.707   -3605.998       1.987       3.651       6.332        6594    0.189408
       167.7     994.588    5960.072   -3605.364       1.987       3.651       6.332        6593    0.189689
       167.8     994.787    5960.437   -3604.731       1.987       3.650       6.332        6593    0.189969
       167.9     994.986    5960.802   -3604.098       1.987       3.650       6.333        6592    0.190249
       168.0     995.185    5961.167   -3603.465       1.987       3.649       6.333        6592    0.190529
       168.1     995.383    5961.531   -3602.831       1.987       3.648       6.333        6591    0.190809
       168.2     995.582    5961.896   -3602.198       1.987       3.648       6.334        6590    0.191090
       168.3     995.781    5962.261   -3601.565       1.987       3.647       6.334        6590    0.191370
       168.4     995.979    5962.626   -3600.931       1.988       3.647       6.334        6589    0.191650
       168.5     996.178    5962.990   -3600.298       1.988       3.646       6.335        6589    0.191930
       168.6     996.377    5963.355   -3599.664       1.988       3.646       6.335        6588    0.192210
       168.7     996.576    5963.720   -3599.031       1.988       3.645       6.335        6587    0.192491
       168.8     996.775    5964.084   -3598.397       1.988       3.645       6.336        6587    0.192771
       168.9     996.973    5964.448   -3597.764       1.988       3.644       6.336        6586    0.193051
       169.0     997.172    5964.813   -3597.130       1.988       3.643       6.336        6586    0.193331
       169.1     997.371    5965.177   -3596.496       1.988       3.643       6.337        6585    0.193611
       169.2     997.570    5965.541   -3595.863       1.989       3.642       6.337        6584    0.193891
       169.3     997.769    5965.906   -3595.229       1.989       3.642       6.338        6584    0.194172
       169.4     997.968    5966.270   -3594.595       1.989       3.641       6.338        6583    0.194452
       169.5     998.166    5966.634   -3593.961       1.989       3.641       6.338        6583    0.194732
       169.6     998.365    5966.998   -3593.327       1.989       3.640       6.339        6582    0.195012
