
          t           x           y           z          Vx          Vy          Vz           m        Vхар 
       109.2     880.509    5737.304   -3969.682       1.913       3.961       6.119        6945    0.025777
       109.3     880.700    5737.700   -3969.070       1.913       3.961       6.119        6944    0.026058
       109.4     880.891    5738.096   -3968.458       1.913       3.960       6.120        6944    0.026338
       109.5     881.083    5738.492   -3967.846       1.914       3.960       6.120        6943    0.026618
       109.6     881.274    5738.888   -3967.234       1.914       3.959       6.120        6942    0.026898
       109.7     881.465    5739.284   -3966.622       1.914       3.959       6.121        6942    0.027178
       109.8     881.657    5739.679   -3966.010       1.914       3.958       6.121        6941    0.027459
       109.9     881.848    5740.075   -3965.397       1.914       3.958       6.122        6941    0.027739
       110.0     882.040    5740.471   -3964.785       1.914       3.957       6.122        6940    0.028019
       110.1     882.231    5740.867   -3964.173       1.914       3.957       6.122        6939    0.028299
       110.2     882.422    5741.262   -3963.561       1.914       3.956       6.123        6939    0.028579
       110.3     882.614    5741.658   -3962.948       1.915       3.956       6.123        6938    0.028860
       110.4     882.805    5742.054   -3962.336       1.915       3.955       6.124        6938    0.029140
       110.5     882.997    5742.449   -3961.724       1.915       3.955       6.124        6937    0.029420
       110.6     883.188    5742.845   -3961.111       1.915       3.954       6.124        6936    0.029700
       110.7     883.380    5743.240   -3960.499       1.915       3.954       6.125        6936    0.029980
       110.8     883.571    5743.635   -3959.886       1.915       3.953       6.125        6935    0.030261
       110.9     883.763    5744.031   -3959.274       1.915       3.953       6.126        6935    0.030541
       111.0     883.954    5744.426   -3958.661       1.915       3.952       6.126        6934    0.030821
       111.1     884.146    5744.821   -3958.049       1.916       3.952       6.126        6933    0.031101
       111.2     884.338    5745.216   -3957.436       1.916       3.951       6.127        6933    0.031381
       111.3     884.529    5745.611   -3956.823       1.916       3.951       6.127        6932    0.031661
       111.4     884.721    5746.006   -3956.211       1.916       3.950       6.127        6932    0.031942
       111.5     884.912    5746.401   -3955.598       1.916       3.950       6.128        6931    0.032222
       111.6     885.104    5746.796   -3954.985       1.916       3.949       6.128        6930    0.032502
       111.7     885.296    5747.191   -3954.372       1.916       3.949       6.129        6930    0.032782
       111.8     885.487    5747.586   -3953.759       1.916       3.948       6.129        6929    0.033062
       111.9     885.679    5747.981   -3953.146       1.917       3.948       6.129        6929    0.033343
       112.0     885.870    5748.375   -3952.533       1.917       3.947       6.130        6928    0.033623
       112.1     886.062    5748.770   -3951.921       1.917       3.947       6.130        6927    0.033903
       112.2     886.254    5749.165   -3951.307       1.917       3.946       6.131        6927    0.034183
       112.3     886.446    5749.559   -3950.694       1.917       3.945       6.131        6926    0.034463
       112.4     886.637    5749.954   -3950.081       1.917       3.945       6.131        6926    0.034744
       112.5     886.829    5750.348   -3949.468       1.917       3.944       6.132        6925    0.035024
       112.6     887.021    5750.743   -3948.855       1.917       3.944       6.132        6924    0.035304
       112.7     887.212    5751.137   -3948.242       1.918       3.943       6.132        6924    0.035584
       112.8     887.404    5751.531   -3947.629       1.918       3.943       6.133        6923    0.035864
       112.9     887.596    5751.926   -3947.015       1.918       3.942       6.133        6923    0.036145
       113.0     887.788    5752.320   -3946.402       1.918       3.942       6.134        6922    0.036425
       113.1     887.980    5752.714   -3945.788       1.918       3.941       6.134        6921    0.036705
       113.2     888.171    5753.108   -3945.175       1.918       3.941       6.134        6921    0.036985
       113.3     888.363    5753.502   -3944.562       1.918       3.940       6.135        6920    0.037265
       113.4     888.555    5753.896   -3943.948       1.918       3.940       6.135        6920    0.037545
       113.5     888.747    5754.290   -3943.335       1.919       3.939       6.135        6919    0.037826
       113.6     888.939    5754.684   -3942.721       1.919       3.939       6.136        6918    0.038106
       113.7     889.131    5755.078   -3942.107       1.919       3.938       6.136        6918    0.038386
       113.8     889.323    5755.472   -3941.494       1.919       3.938       6.137        6917    0.038666
       113.9     889.514    5755.866   -3940.880       1.919       3.937       6.137        6917    0.038946
       114.0     889.706    5756.259   -3940.266       1.919       3.937       6.137        6916    0.039227
       114.1     889.898    5756.653   -3939.653       1.919       3.936       6.138        6915    0.039507
       114.2     890.090    5757.047   -3939.039       1.920       3.936       6.138        6915    0.039787
       114.3     890.282    5757.440   -3938.425       1.920       3.935       6.139        6914    0.040067
       114.4     890.474    5757.834   -3937.811       1.920       3.935       6.139        6914    0.040347
       114.5     890.666    5758.227   -3937.197       1.920       3.934       6.139        6913    0.040628
       114.6     890.858    5758.620   -3936.583       1.920       3.934       6.140        6912    0.040908
       114.7     891.050    5759.014   -3935.969       1.920       3.933       6.140        6912    0.041188
       114.8     891.242    5759.407   -3935.355       1.920       3.933       6.140        6911    0.041468
       114.9     891.434    5759.800   -3934.741       1.920       3.932       6.141        6911    0.041748
       115.0     891.626    5760.194   -3934.127       1.921       3.932       6.141        6910    0.042028
       115.1     891.818    5760.587   -3933.513       1.921       3.931       6.142        6909    0.042309
       115.2     892.010    5760.980   -3932.899       1.921       3.931       6.142        6909    0.042589
       115.3     892.202    5761.373   -3932.285       1.921       3.930       6.142        6908    0.042869
       115.4     892.395    5761.766   -3931.670       1.921       3.930       6.143        6908    0.043149
       115.5     892.587    5762.159   -3931.056       1.921       3.929       6.143        6907    0.043429
       115.6     892.779    5762.552   -3930.442       1.921       3.929       6.144        6906    0.043710
       115.7     892.971    5762.944   -3929.827       1.921       3.928       6.144        6906    0.043990
       115.8     893.163    5763.337   -3929.213       1.922       3.927       6.144        6905    0.044270
       115.9     893.355    5763.730   -3928.598       1.922       3.927       6.145        6905    0.044550
       116.0     893.547    5764.123   -3927.984       1.922       3.926       6.145        6904    0.044830
       116.1     893.740    5764.515   -3927.369       1.922       3.926       6.145        6903    0.045111
       116.2     893.932    5764.908   -3926.755       1.922       3.925       6.146        6903    0.045391
       116.3     894.124    5765.300   -3926.140       1.922       3.925       6.146        6902    0.045671
       116.4     894.316    5765.693   -3925.526       1.922       3.924       6.147        6902    0.045951
       116.5     894.508    5766.085   -3924.911       1.922       3.924       6.147        6901    0.046231
       116.6     894.701    5766.478   -3924.296       1.923       3.923       6.147        6900    0.046512
       116.7     894.893    5766.870   -3923.682       1.923       3.923       6.148        6900    0.046792
       116.8     895.085    5767.262   -3923.067       1.923       3.922       6.148        6899    0.047072
       116.9     895.278    5767.654   -3922.452       1.923       3.922       6.148        6898    0.047352
       117.0     895.470    5768.047   -3921.837       1.923       3.921       6.149        6898    0.047632
       117.1     895.662    5768.439   -3921.222       1.923       3.921       6.149        6897    0.047912
       117.2     895.854    5768.831   -3920.607       1.923       3.920       6.150        6897    0.048193
       117.3     896.047    5769.223   -3919.992       1.923       3.920       6.150        6896    0.048473
       117.4     896.239    5769.615   -3919.377       1.924       3.919       6.150        6895    0.048753
       117.5     896.432    5770.007   -3918.762       1.924       3.919       6.151        6895    0.049033
       117.6     896.624    5770.398   -3918.147       1.924       3.918       6.151        6894    0.049313
       117.7     896.816    5770.790   -3917.532       1.924       3.918       6.152        6894    0.049594
       117.8     897.009    5771.182   -3916.917       1.924       3.917       6.152        6893    0.049874
       117.9     897.201    5771.574   -3916.302       1.924       3.917       6.152        6892    0.050154
       118.0     897.394    5771.965   -3915.686       1.924       3.916       6.153        6892    0.050434
       118.1     897.586    5772.357   -3915.071       1.924       3.916       6.153        6891    0.050714
       118.2     897.778    5772.748   -3914.456       1.925       3.915       6.153        6891    0.050995
       118.3     897.971    5773.140   -3913.840       1.925       3.915       6.154        6890    0.051275
       118.4     898.163    5773.531   -3913.225       1.925       3.914       6.154        6889    0.051555
       118.5     898.356    5773.923   -3912.610       1.925       3.914       6.155        6889    0.051835
       118.6     898.548    5774.314   -3911.994       1.925       3.913       6.155        6888    0.052115
       118.7     898.741    5774.705   -3911.379       1.925       3.913       6.155        6888    0.052396
       118.8     898.933    5775.097   -3910.763       1.925       3.912       6.156        6887    0.052676
       118.9     899.126    5775.488   -3910.147       1.925       3.911       6.156        6886    0.052956
       119.0     899.318    5775.879   -3909.532       1.926       3.911       6.156        6886    0.053236
       119.1     899.511    5776.270   -3908.916       1.926       3.910       6.157        6885    0.053516
       119.2     899.704    5776.661   -3908.300       1.926       3.910       6.157        6885    0.053796
       119.3     899.896    5777.052   -3907.685       1.926       3.909       6.158        6884    0.054077
       119.4     900.089    5777.443   -3907.069       1.926       3.909       6.158        6883    0.054357
       119.5     900.281    5777.834   -3906.453       1.926       3.908       6.158        6883    0.054637
       119.6     900.474    5778.225   -3905.837       1.926       3.908       6.159        6882    0.054917
       119.7     900.667    5778.615   -3905.221       1.926       3.907       6.159        6882    0.055197
       119.8     900.859    5779.006   -3904.605       1.927       3.907       6.159        6881    0.055478
       119.9     901.052    5779.397   -3903.990       1.927       3.906       6.160        6880    0.055758
       120.0     901.245    5779.787   -3903.373       1.927       3.906       6.160        6880    0.056038
       120.1     901.437    5780.178   -3902.757       1.927       3.905       6.161        6879    0.056318
       120.2     901.630    5780.568   -3902.141       1.927       3.905       6.161        6879    0.056598
       120.3     901.823    5780.959   -3901.525       1.927       3.904       6.161        6878    0.056879
       120.4     902.016    5781.349   -3900.909       1.927       3.904       6.162        6877    0.057159
       120.5     902.208    5781.740   -3900.293       1.928       3.903       6.162        6877    0.057439
       120.6     902.401    5782.130   -3899.677       1.928       3.903       6.163        6876    0.057719
       120.7     902.594    5782.520   -3899.060       1.928       3.902       6.163        6876    0.057999
       120.8     902.787    5782.910   -3898.444       1.928       3.902       6.163        6875    0.058280
       120.9     902.979    5783.301   -3897.828       1.928       3.901       6.164        6874    0.058560
       121.0     903.172    5783.691   -3897.211       1.928       3.901       6.164        6874    0.058840
       121.1     903.365    5784.081   -3896.595       1.928       3.900       6.164        6873    0.059120
       121.2     903.558    5784.471   -3895.979       1.928       3.900       6.165        6873    0.059400
       121.3     903.751    5784.861   -3895.362       1.929       3.899       6.165        6872    0.059680
       121.4     903.944    5785.250   -3894.745       1.929       3.899       6.166        6871    0.059961
       121.5     904.136    5785.640   -3894.129       1.929       3.898       6.166        6871    0.060241
       121.6     904.329    5786.030   -3893.512       1.929       3.897       6.166        6870    0.060521
       121.7     904.522    5786.420   -3892.896       1.929       3.897       6.167        6870    0.060801
       121.8     904.715    5786.809   -3892.279       1.929       3.896       6.167        6869    0.061081
       121.9     904.908    5787.199   -3891.662       1.929       3.896       6.167        6868    0.061362
       122.0     905.101    5787.589   -3891.046       1.929       3.895       6.168        6868    0.061642
       122.1     905.294    5787.978   -3890.429       1.930       3.895       6.168        6867    0.061922
       122.2     905.487    5788.368   -3889.812       1.930       3.894       6.169        6867    0.062202
       122.3     905.680    5788.757   -3889.195       1.930       3.894       6.169        6866    0.062482
       122.4     905.873    5789.146   -3888.578       1.930       3.893       6.169        6865    0.062763
       122.5     906.066    5789.536   -3887.961       1.930       3.893       6.170        6865    0.063043
       122.6     906.259    5789.925   -3887.344       1.930       3.892       6.170        6864    0.063323
       122.7     906.452    5790.314   -3886.727       1.930       3.892       6.170        6864    0.063603
       122.8     906.645    5790.703   -3886.110       1.930       3.891       6.171        6863    0.063883
       122.9     906.838    5791.092   -3885.493       1.931       3.891       6.171        6862    0.064164
       123.0     907.031    5791.481   -3884.876       1.931       3.890       6.172        6862    0.064444
       123.1     907.224    5791.870   -3884.259       1.931       3.890       6.172        6861    0.064724
       123.2     907.417    5792.259   -3883.641       1.931       3.889       6.172        6861    0.065004
       123.3     907.610    5792.648   -3883.024       1.931       3.889       6.173        6860    0.065284
       123.4     907.803    5793.037   -3882.407       1.931       3.888       6.173        6859    0.065564
       123.5     907.997    5793.426   -3881.790       1.931       3.888       6.173        6859    0.065845
       123.6     908.190    5793.815   -3881.172       1.931       3.887       6.174        6858    0.066125
       123.7     908.383    5794.203   -3880.555       1.932       3.887       6.174        6858    0.066405
       123.8     908.576    5794.592   -3879.937       1.932       3.886       6.175        6857    0.066685
       123.9     908.769    5794.981   -3879.320       1.932       3.886       6.175        6856    0.066965
       124.0     908.962    5795.369   -3878.702       1.932       3.885       6.175        6856    0.067246
       124.1     909.156    5795.758   -3878.085       1.932       3.884       6.176        6855    0.067526
       124.2     909.349    5796.146   -3877.467       1.932       3.884       6.176        6855    0.067806
       124.3     909.542    5796.534   -3876.850       1.932       3.883       6.176        6854    0.068086
       124.4     909.735    5796.923   -3876.232       1.932       3.883       6.177        6853    0.068366
       124.5     909.928    5797.311   -3875.614       1.933       3.882       6.177        6853    0.068647
       124.6     910.122    5797.699   -3874.997       1.933       3.882       6.178        6852    0.068927
       124.7     910.315    5798.087   -3874.379       1.933       3.881       6.178        6852    0.069207
       124.8     910.508    5798.475   -3873.761       1.933       3.881       6.178        6851    0.069487
       124.9     910.702    5798.864   -3873.143       1.933       3.880       6.179        6850    0.069767
       125.0     910.895    5799.252   -3872.525       1.933       3.880       6.179        6850    0.070047
       125.1     911.088    5799.639   -3871.907       1.933       3.879       6.179        6849    0.070328
       125.2     911.282    5800.027   -3871.289       1.933       3.879       6.180        6849    0.070608
       125.3     911.475    5800.415   -3870.671       1.934       3.878       6.180        6848    0.070888
       125.4     911.668    5800.803   -3870.053       1.934       3.878       6.181        6847    0.071168
       125.5     911.862    5801.191   -3869.435       1.934       3.877       6.181        6847    0.071448
       125.6     912.055    5801.578   -3868.817       1.934       3.877       6.181        6846    0.071729
       125.7     912.248    5801.966   -3868.199       1.934       3.876       6.182        6846    0.072009
       125.8     912.442    5802.354   -3867.581       1.934       3.876       6.182        6845    0.072289
       125.9     912.635    5802.741   -3866.963       1.934       3.875       6.182        6844    0.072569
       126.0     912.829    5803.129   -3866.344       1.934       3.875       6.183        6844    0.072849
       126.1     913.022    5803.516   -3865.726       1.935       3.874       6.183        6843    0.073130
       126.2     913.216    5803.904   -3865.108       1.935       3.873       6.184        6843    0.073410
       126.3     913.409    5804.291   -3864.489       1.935       3.873       6.184        6842    0.073690
       126.4     913.603    5804.678   -3863.871       1.935       3.872       6.184        6841    0.073970
       126.5     913.796    5805.065   -3863.253       1.935       3.872       6.185        6841    0.074250
       126.6     913.990    5805.453   -3862.634       1.935       3.871       6.185        6840    0.074531
       126.7     914.183    5805.840   -3862.016       1.935       3.871       6.185        6840    0.074811
       126.8     914.377    5806.227   -3861.397       1.935       3.870       6.186        6839    0.075091
       126.9     914.570    5806.614   -3860.778       1.936       3.870       6.186        6838    0.075371
       127.0     914.764    5807.001   -3860.160       1.936       3.869       6.187        6838    0.075651
       127.1     914.957    5807.388   -3859.541       1.936       3.869       6.187        6837    0.075931
       127.2     915.151    5807.774   -3858.922       1.936       3.868       6.187        6837    0.076212
       127.3     915.345    5808.161   -3858.304       1.936       3.868       6.188        6836    0.076492
       127.4     915.538    5808.548   -3857.685       1.936       3.867       6.188        6835    0.076772
       127.5     915.732    5808.935   -3857.066       1.936       3.867       6.188        6835    0.077052
       127.6     915.926    5809.321   -3856.447       1.937       3.866       6.189        6834    0.077332
       127.7     916.119    5809.708   -3855.828       1.937       3.866       6.189        6834    0.077613
       127.8     916.313    5810.095   -3855.209       1.937       3.865       6.190        6833    0.077893
       127.9     916.507    5810.481   -3854.590       1.937       3.865       6.190        6832    0.078173
       128.0     916.700    5810.867   -3853.971       1.937       3.864       6.190        6832    0.078453
       128.1     916.894    5811.254   -3853.352       1.937       3.864       6.191        6831    0.078733
       128.2     917.088    5811.640   -3852.733       1.937       3.863       6.191        6831    0.079014
       128.3     917.281    5812.026   -3852.114       1.937       3.863       6.191        6830    0.079294
       128.4     917.475    5812.413   -3851.495       1.938       3.862       6.192        6829    0.079574
       128.5     917.669    5812.799   -3850.876       1.938       3.861       6.192        6829    0.079854
       128.6     917.863    5813.185   -3850.257       1.938       3.861       6.193        6828    0.080134
       128.7     918.056    5813.571   -3849.637       1.938       3.860       6.193        6828    0.080415
       128.8     918.250    5813.957   -3849.018       1.938       3.860       6.193        6827    0.080695
       128.9     918.444    5814.343   -3848.399       1.938       3.859       6.194        6826    0.080975
       129.0     918.638    5814.729   -3847.779       1.938       3.859       6.194        6826    0.081255
       129.1     918.832    5815.115   -3847.160       1.938       3.858       6.194        6825    0.081535
       129.2     919.026    5815.501   -3846.540       1.939       3.858       6.195        6825    0.081815
       129.3     919.219    5815.886   -3845.921       1.939       3.857       6.195        6824    0.082096
       129.4     919.413    5816.272   -3845.301       1.939       3.857       6.195        6823    0.082376
       129.5     919.607    5816.658   -3844.682       1.939       3.856       6.196        6823    0.082656
       129.6     919.801    5817.043   -3844.062       1.939       3.856       6.196        6822    0.082936
       129.7     919.995    5817.429   -3843.443       1.939       3.855       6.197        6822    0.083216
       129.8     920.189    5817.814   -3842.823       1.939       3.855       6.197        6821    0.083497
       129.9     920.383    5818.200   -3842.203       1.939       3.854       6.197        6820    0.083777
       130.0     920.577    5818.585   -3841.583       1.940       3.854       6.198        6820    0.084057
       130.1     920.771    5818.971   -3840.964       1.940       3.853       6.198        6819    0.084337
       130.2     920.965    5819.356   -3840.344       1.940       3.853       6.198        6819    0.084617
       130.3     921.159    5819.741   -3839.724       1.940       3.852       6.199        6818    0.084898
       130.4     921.353    5820.126   -3839.104       1.940       3.851       6.199        6817    0.085178
       130.5     921.547    5820.511   -3838.484       1.940       3.851       6.200        6817    0.085458
       130.6     921.741    5820.896   -3837.864       1.940       3.850       6.200        6816    0.085738
       130.7     921.935    5821.281   -3837.244       1.940       3.850       6.200        6816    0.086018
       130.8     922.129    5821.666   -3836.624       1.941       3.849       6.201        6815    0.086299
       130.9     922.323    5822.051   -3836.004       1.941       3.849       6.201        6814    0.086579
       131.0     922.517    5822.436   -3835.384       1.941       3.848       6.201        6814    0.086859
       131.1     922.711    5822.821   -3834.764       1.941       3.848       6.202        6813    0.087139
       131.2     922.905    5823.206   -3834.144       1.941       3.847       6.202        6813    0.087419
       131.3     923.099    5823.590   -3833.523       1.941       3.847       6.203        6812    0.087699
       131.4     923.293    5823.975   -3832.903       1.941       3.846       6.203        6811    0.087980
       131.5     923.487    5824.360   -3832.283       1.941       3.846       6.203        6811    0.088260
       131.6     923.682    5824.744   -3831.662       1.942       3.845       6.204        6810    0.088540
       131.7     923.876    5825.129   -3831.042       1.942       3.845       6.204        6810    0.088820
       131.8     924.070    5825.513   -3830.422       1.942       3.844       6.204        6809    0.089100
       131.9     924.264    5825.898   -3829.801       1.942       3.844       6.205        6808    0.089381
       132.0     924.458    5826.282   -3829.181       1.942       3.843       6.205        6808    0.089661
       132.1     924.653    5826.666   -3828.560       1.942       3.843       6.205        6807    0.089941
       132.2     924.847    5827.050   -3827.940       1.942       3.842       6.206        6807    0.090221
       132.3     925.041    5827.435   -3827.319       1.942       3.841       6.206        6806    0.090501
       132.4     925.235    5827.819   -3826.698       1.943       3.841       6.207        6805    0.090782
       132.5     925.430    5828.203   -3826.078       1.943       3.840       6.207        6805    0.091062
       132.6     925.624    5828.587   -3825.457       1.943       3.840       6.207        6804    0.091342
       132.7     925.818    5828.971   -3824.836       1.943       3.839       6.208        6804    0.091622
       132.8     926.012    5829.355   -3824.215       1.943       3.839       6.208        6803    0.091902
       132.9     926.207    5829.739   -3823.595       1.943       3.838       6.208        6802    0.092183
       133.0     926.401    5830.122   -3822.974       1.943       3.838       6.209        6802    0.092463
       133.1     926.595    5830.506   -3822.353       1.943       3.837       6.209        6801    0.092743
       133.2     926.790    5830.890   -3821.732       1.944       3.837       6.210        6801    0.093023
       133.3     926.984    5831.274   -3821.111       1.944       3.836       6.210        6800    0.093303
       133.4     927.178    5831.657   -3820.490       1.944       3.836       6.210        6799    0.093583
       133.5     927.373    5832.041   -3819.869       1.944       3.835       6.211        6799    0.093864
       133.6     927.567    5832.424   -3819.248       1.944       3.835       6.211        6798    0.094144
       133.7     927.762    5832.808   -3818.627       1.944       3.834       6.211        6798    0.094424
       133.8     927.956    5833.191   -3818.006       1.944       3.834       6.212        6797    0.094704
       133.9     928.151    5833.574   -3817.384       1.944       3.833       6.212        6796    0.094984
       134.0     928.345    5833.958   -3816.763       1.945       3.833       6.212        6796    0.095265
       134.1     928.539    5834.341   -3816.142       1.945       3.832       6.213        6795    0.095545
       134.2     928.734    5834.724   -3815.521       1.945       3.831       6.213        6795    0.095825
       134.3     928.928    5835.107   -3814.899       1.945       3.831       6.214        6794    0.096105
       134.4     929.123    5835.490   -3814.278       1.945       3.830       6.214        6793    0.096385
       134.5     929.317    5835.873   -3813.656       1.945       3.830       6.214        6793    0.096666
       134.6     929.512    5836.256   -3813.035       1.945       3.829       6.215        6792    0.096946
       134.7     929.707    5836.639   -3812.414       1.945       3.829       6.215        6792    0.097226
